2)regulatorName,3)RegulatorGeneName,5)regulatedName,6)function,7)confidenceLevel 
H-NS,hns,gadW,-,S 
H-NS,hns,gadX,-,S 
H-NS,hns,yfaE,-,C 
H-NS,hns,rcsD,-,S 
H-NS,hns,lhgD,+,W 
H-NS,hns,adiC,-,W 
H-NS,hns,cycA,+,W 
H-NS,hns,caiE,-,W 
H-NS,hns,ttdR,-,W 
H-NS,hns,garP,-,W 
H-NS,hns,cas2,-,C 
H-NS,hns,alaU,-,W 
H-NS,hns,alaV,-,W 
H-NS,hns,gltT,-,S 
H-NS,hns,gltU,-,W 
H-NS,hns,gltW,-,W 
H-NS,hns,ileU,-,W 
H-NS,hns,ileV,-,W 
H-NS,hns,micF,-,W 
H-NS,hns,rnpB,-,W 
H-NS,hns,rrfB,-,S 
H-NS,hns,rrfC,-,W 
H-NS,hns,rrfD,-,W 
H-NS,hns,rrfG,-,W 
H-NS,hns,rrfH,-,W 
H-NS,hns,rrlB,-,S 
H-NS,hns,rrlC,-,W 
H-NS,hns,rrlD,-,W 
H-NS,hns,rrlG,-,W 
H-NS,hns,rrlH,-,W 
H-NS,hns,rrsB,-,S 
H-NS,hns,rrsC,-,W 
H-NS,hns,rrsD,-,W 
H-NS,hns,rrsG,-,W 
H-NS,hns,rrsH,-,W 
H-NS,hns,rrfF,-,W 
H-NS,hns,ssrS,-,S 
H-NS,hns,thrV,-,W 
H-NS,hns,gadA,-,S 
H-NS,hns,ybdZ,+,W 
H-NS,hns,gadF,-,S 
H-NS,hns,mdtU,-,C 
H-NS,hns,evgL,-,S 
H-NS,hns,malH,+,W 
H-NS,hns,caiF,-,W 
H-NS,hns,pdeI,-,W 
H-NS,hns,dgcT,-,W 
H-NS,hns,csgG,-,S 
H-NS,hns,csgF,-,S 
H-NS,hns,csgE,-,S 
H-NS,hns,csgD,-,S 
H-NS,hns,bluF,-,W 
H-NS,hns,pdeG,-,W 
H-+NS,hns,hlyE,-+,S 
H-NS,hns,dosC,-,W 
H-NS,hns,gadC,-,W 
H-NS,hns,ydeO,-,S 
H-NS,hns,ydeP,-,S 
H-NS,hns,asr,-,W 
H-NS,hns,mdtI,-,C 
H-NS,hns,mdtJ,-,C 
H-NS,hns,rflP,-,W 
H-NS,hns,cdgI,-,W 
H-NS,hns,dgcJ,-,W 
H-NS,hns,tcyJ,+,W 
H-NS,hns,hchA,-,S 
H-NS,hns,hprR,-,W 
H-NS,hns,oxc,-,W 
H-NS,hns,pdeF,-,W 
H-NS,hns,csiE,+,W 
H-NS,hns,glaH,+,W 
H-NS,hns,cas1,-,C 
H-NS,hns,casE,-,C 
H-NS,hns,casD,-,C 
H-NS,hns,casC,-,C 
H-NS,hns,casB,-,C 
H-NS,hns,casA,-,C 
H-NS,hns,gspA,-,S 
H-NS,hns,gspC,-,S 
H-NS,hns,gspD,-,S 
H-NS,hns,gspE,-,S 
H-NS,hns,gspF,-,S 
H-NS,hns,gspG,-,S 
H-NS,hns,gspH,-,S 
H-NS,hns,gspI,-,S 
H-NS,hns,gspJ,-,S 
H-NS,hns,gspK,-,S 
H-NS,hns,gspL,-,S 
H-NS,hns,yjjP,-,S 
H-NS,hns,yjjQ,-,S 
H-NS,hns,bglJ,-,S 
H-NS,hns,nrdG,-,S 
H-NS,hns,srlA,+,W 
H-NS,hns,fliX,+,W 
H-NS,hns,fimR2,+,S 
SdiA,sdiA,ftsA,-,S 
SdiA,sdiA,ftsQ,-+,S 
SdiA,sdiA,ftsZ,-,S 
SdiA,sdiA,rsd,+,S 
SdiA,sdiA,gadW,+,W 
SdiA,sdiA,rmf,+,S 
SdiA,sdiA,gadY,+,W 
SdiA,sdiA,rflP,+,S 
AraC,araC,araA,-+,C 
AraC,araC,araB,-+,C 
AraC,araC,araC,-+,C 
AraC,araC,araD,-+,C 
AraC,araC,araE,+,S 
AraC,araC,araF,+,S 
AraC,araC,araG,+,S 
AraC,araC,araH,+,C 
AraC,araC,araJ,+,S 
AraC,araC,xylA,-,W 
AraC,araC,xylB,-,S 
AraC,araC,ygeA,+,S 
AraC,araC,yjfF,-,S 
AraC,araC,ytfQ,-,S 
AraC,araC,ytfR,-,S 
AraC,araC,ytfT,-,S 
AraC,araC,ydeM,-,W 
AraC,araC,ydeN,-,W 
GadW,gadW,hdeA,-+,W 
GadW,gadW,hdeB,-+,S 
GadW,gadW,yhiD,-+,S 
GadW,gadW,gadB,-+,S 
GadW,gadW,gadE,+,W 
GadW,gadW,dctR,-,W 
GadW,gadW,slp,-,W 
GadW,gadW,mdtE,+,W 
GadW,gadW,mdtF,+,W 
GadW,gadW,gadW,-,W 
GadW,gadW,gadX,-+,S 
GadW,gadW,gadA,-+,S 
GadW,gadW,gadF,+,W 
GadW,gadW,gadY,-,W 
GadW,gadW,gadC,-+,S 
FucR,fucR,fucA,+,W 
FucR,fucR,fucI,+,W 
FucR,fucR,fucK,+,W 
FucR,fucR,fucO,+,W 
FucR,fucR,fucP,+,W 
FucR,fucR,fucR,+,W 
FucR,fucR,fucU,+,W 
DcuR,dcuR,dcuB,+,S 
DcuR,dcuR,aspA,+,W 
DcuR,dcuR,frdA,+,S 
DcuR,dcuR,frdB,+,S 
DcuR,dcuR,frdC,+,S 
DcuR,dcuR,frdD,+,S 
DcuR,dcuR,fumB,+,S 
DcuR,dcuR,pck,+,W 
DcuR,dcuR,dcuA,+,W 
DcuR,dcuR,dctA,+,S 
DcuR,dcuR,dpiB,+,S 
DcuR,dcuR,dpiA,+,S 
TreR,treR,treC,-,S 
TreR,treR,treB,-,C 
NagC,nagC,chbB,-,S 
NagC,nagC,chbC,-,S 
NagC,nagC,chbA,-,S 
NagC,nagC,chbR,-,S 
NagC,nagC,chbF,-,S 
NagC,nagC,creD,-,W 
NagC,nagC,crr,-,W 
NagC,nagC,fimB,+,C 
NagC,nagC,glmS,-+,C 
NagC,nagC,manX,-,W 
NagC,nagC,manY,-,S 
NagC,nagC,manZ,-,W 
NagC,nagC,nagA,-,C 
NagC,nagC,nagB,-,C 
NagC,nagC,umpH,-,C 
NagC,nagC,nagE,-,C 
NagC,nagC,nagC,-,C 
NagC,nagC,creC,-,W 
NagC,nagC,ptsH,-,W 
NagC,nagC,ptsI,-,W 
NagC,nagC,glmU,-+,C 
NagC,nagC,creA,-,W 
NagC,nagC,creB,-,W 
NagC,nagC,feoA,,W 
NagC,nagC,feoB,,W 
NagC,nagC,galP,-,C 
NagC,nagC,chbG,-,S 
NagC,nagC,feoC,,W 
NagC,nagC,chiZ,-,C 
NagC,nagC,chiP,-,C 
NagC,nagC,chiQ,-,S 
NagC,nagC,dinI,-,W 
NagC,nagC,ydeM,-,W 
NagC,nagC,ydeN,-,W 
NagC,nagC,ydeP,-,W 
NagC,nagC,eutM,,W 
NagC,nagC,eutD,,W 
NagC,nagC,eutT,,W 
NagC,nagC,eutQ,,W 
NagC,nagC,eutP,,W 
NagC,nagC,eutS,,W 
NagC,nagC,nanS,-,C 
NagC,nagC,nanM,-,C 
NagC,nagC,nanC,-,C 
FabR,fabR,fabA,-,C 
FabR,fabR,fabB,-,C 
MlrA,mlrA,cadC,+,S 
MlrA,mlrA,yhbE,+,S 
MlrA,mlrA,rplU,+,S 
MlrA,mlrA,rpmA,+,S 
MlrA,mlrA,csgG,+,S 
MlrA,mlrA,csgF,+,S 
MlrA,mlrA,csgE,+,S 
MlrA,mlrA,csgD,+,S 
MlrA,mlrA,obgE,+,S 
MlrA,mlrA,ibaG,+,S 
MprA,mprA,mprA,-,S 
MprA,mprA,nmpC,-,W 
MprA,mprA,emrA,-,S 
MprA,mprA,emrB,-,S 
MprA,mprA,acrA,-,W 
MprA,mprA,acrB,-,W 
KdgR,kdgR,eda,-,S 
KdgR,kdgR,edd,-,W 
TrpR,trpR,aroH,-,S 
TrpR,trpR,aroL,-,C 
TrpR,trpR,aroM,-,C 
TrpR,trpR,mtr,-,C 
TrpR,trpR,trpA,-,C 
TrpR,trpR,trpB,-,C 
TrpR,trpR,trpC,-,C 
TrpR,trpR,trpD,-,C 
TrpR,trpR,trpE,-,C 
TrpR,trpR,trpR,-,S 
TrpR,trpR,yaiA,-,C 
TrpR,trpR,trpL,-,C 
GalS,galS,galE,-+,S 
GalS,galS,galK,-+,S 
GalS,galS,galR,-,W 
GalS,galS,galS,-,W 
GalS,galS,galT,-+,S 
GalS,galS,mglA,-,W 
GalS,galS,mglB,-,W 
GalS,galS,mglC,-,W 
GalS,galS,galM,-+,S 
GalS,galS,galP,-,S 
ModE,modE,modB,-,C 
ModE,modE,modC,-,C 
ModE,modE,deoA,-,S 
ModE,modE,deoB,-,S 
ModE,modE,deoC,-,S 
ModE,modE,deoD,-,S 
ModE,modE,dmsA,-,C 
ModE,modE,dmsB,-,C 
ModE,modE,dmsC,-,C 
ModE,modE,hycA,+,S 
ModE,modE,hycB,+,S 
ModE,modE,hycC,+,S 
ModE,modE,hycD,+,S 
ModE,modE,hycE,+,S 
ModE,modE,hycF,+,S 
ModE,modE,hycG,+,S 
ModE,modE,hycH,+,S 
ModE,modE,narL,+,S 
ModE,modE,narX,+,S 
ModE,modE,oppA,-,W 
ModE,modE,oppB,-,W 
ModE,modE,oppC,-,W 
ModE,modE,oppD,-,W 
ModE,modE,oppF,-,W 
ModE,modE,moaA,+,S 
ModE,modE,moaB,+,S 
ModE,modE,moaD,+,S 
ModE,modE,moaE,+,S 
ModE,modE,moaC,+,S 
ModE,modE,ccmH,+,C 
ModE,modE,ccmG,+,C 
ModE,modE,ccmF,+,C 
ModE,modE,ccmE,+,C 
ModE,modE,ccmC,+,C 
ModE,modE,ccmB,+,C 
ModE,modE,ccmA,+,C 
ModE,modE,napC,+,C 
ModE,modE,napB,+,C 
ModE,modE,napH,+,C 
ModE,modE,napG,+,C 
ModE,modE,napA,+,C 
ModE,modE,napF,+,C 
ModE,modE,napD,+,C 
ModE,modE,ccmD,+,C 
ModE,modE,modA,-,C 
ModE,modE,hycI,+,S 
Zur,zur,znuB,-,S 
Zur,zur,ykgO,-,S 
Zur,zur,ykgM,-,S 
Zur,zur,pliG,-,C 
Zur,zur,znuA,-,S 
Zur,zur,znuC,-,S 
Zur,zur,zinT,-,W 
YdcI,ydcI,iraP,+,W 
YdcI,ydcI,isrC,+,W 
YdcI,ydcI,flu,+,W 
YdcI,ydcI,smrB,+,W 
LldR,lldR,fadL,+,S 
LldR,lldR,lldP,-+,C 
LldR,lldR,lldR,-+,C 
LldR,lldR,lldD,-+,C 
LldR,lldR,gadW,+,C 
LldR,lldR,gadY,+,C 
LldR,lldR,fadE,+,C 
LldR,lldR,yfdY,+,S 
LldR,lldR,lpxP,+,S 
LldR,lldR,glcD,+,C 
LldR,lldR,yhcO,+,C 
NsrR,nsrR,aceE,-,W 
NsrR,nsrR,aceF,-,W 
NsrR,nsrR,cdd,-,W 
NsrR,nsrR,moeA,+,W 
NsrR,nsrR,moeB,+,W 
NsrR,nsrR,fhlA,-,W 
NsrR,nsrR,ihfA,-,W 
NsrR,nsrR,hmp,-,S 
NsrR,nsrR,hycA,-,W 
NsrR,nsrR,hycB,-,W 
NsrR,nsrR,hycC,-,W 
NsrR,nsrR,hycD,-,W 
NsrR,nsrR,hycE,-,W 
NsrR,nsrR,hycF,-,W 
NsrR,nsrR,hycG,-,W 
NsrR,nsrR,hycH,-,W 
NsrR,nsrR,hypA,-,W 
NsrR,nsrR,hypB,-,W 
NsrR,nsrR,hypC,-,W 
NsrR,nsrR,hypD,-,W 
NsrR,nsrR,hypE,-,W 
NsrR,nsrR,infC,-,W 
NsrR,nsrR,lrp,-,W 
NsrR,nsrR,ndh,-,W 
NsrR,nsrR,pheS,-,W 
NsrR,nsrR,pheT,-,W 
NsrR,nsrR,poxB,-,C 
NsrR,nsrR,rfe,-,W 
NsrR,nsrR,rplT,-,W 
NsrR,nsrR,bamE,-,W 
NsrR,nsrR,sodB,-,W 
NsrR,nsrR,thrS,-,W 
NsrR,nsrR,rpmI,-,W 
NsrR,nsrR,tsgA,-,W 
NsrR,nsrR,waaH,-,W 
NsrR,nsrR,pheM,-,W 
NsrR,nsrR,ygbA,-,W 
NsrR,nsrR,wzzE,-,W 
NsrR,nsrR,ydbD,-,W 
NsrR,nsrR,fliA,-,W 
NsrR,nsrR,fliZ,-,W 
NsrR,nsrR,pgpC,-,W 
NsrR,nsrR,tadA,-,W 
NsrR,nsrR,sufA,-,W 
NsrR,nsrR,wecB,-,W 
NsrR,nsrR,wecC,-,W 
NsrR,nsrR,rffG,-,W 
NsrR,nsrR,rffH,-,W 
NsrR,nsrR,rffC,-,W 
NsrR,nsrR,wecE,-,W 
NsrR,nsrR,wzyE,-,W 
NsrR,nsrR,rffM,-,W 
NsrR,nsrR,wzxE,-,W 
NsrR,nsrR,dkgB,-,W 
NsrR,nsrR,nrfA,-,C 
NsrR,nsrR,tehA,-,W 
NsrR,nsrR,tehB,-,W 
NsrR,nsrR,nrfB,-,C 
NsrR,nsrR,nrfC,-,W 
NsrR,nsrR,nrfD,-,C 
NsrR,nsrR,nrfE,-,C 
NsrR,nsrR,nrfF,-,C 
NsrR,nsrR,nrfG,-,C 
NsrR,nsrR,norR,-,W 
NsrR,nsrR,grxD,-,W 
NsrR,nsrR,dsdC,-,W 
NsrR,nsrR,rybB,-,W 
NsrR,nsrR,mhpT,-,W 
NsrR,nsrR,hcr,-,C 
NsrR,nsrR,hcp,-,C 
NsrR,nsrR,feaR,-,W 
NsrR,nsrR,mepH,-,W 
NsrR,nsrR,sufE,-,W 
NsrR,nsrR,sufS,-,W 
NsrR,nsrR,sufD,-,W 
NsrR,nsrR,sufC,-,W 
NsrR,nsrR,sufB,-,W 
NsrR,nsrR,yeaE,-,W 
NsrR,nsrR,yoaG,-,W 
NsrR,nsrR,yeaR,-,W 
NsrR,nsrR,tcyJ,-,W 
NsrR,nsrR,hycI,-,W 
NsrR,nsrR,wecF,-,W 
NsrR,nsrR,ytfE,-,C 
NsrR,nsrR,bdcA,-,W 
NsrR,nsrR,feaB,-,W 
DksA,dksA,argI,+,W 
DksA,dksA,dksA,-,W 
DksA,dksA,dnaG,-,W 
DksA,dksA,fabH,-,W 
DksA,dksA,fadR,-,W 
DksA,dksA,fimB,+,S 
DksA,dksA,fis,-,W 
DksA,dksA,mutM,-,W 
DksA,dksA,fusA,-,W 
DksA,dksA,ihfA,-,W 
DksA,dksA,ihfB,-,W 
DksA,dksA,hisA,+,W 
DksA,dksA,hisB,+,W 
DksA,dksA,hisC,+,W 
DksA,dksA,hisD,+,W 
DksA,dksA,hisF,+,W 
DksA,dksA,hisG,+,W 
DksA,dksA,hisH,+,W 
DksA,dksA,hisI,+,W 
DksA,dksA,hmp,+,W 
DksA,dksA,infC,-,W 
DksA,dksA,rpoS,+,W 
DksA,dksA,livJ,+,W 
DksA,dksA,pcnB,-,W 
DksA,dksA,pheS,-,W 
DksA,dksA,pheT,-,W 
DksA,dksA,secY,-,W 
DksA,dksA,recG,-,W 
DksA,dksA,rplA,-,W 
DksA,dksA,rplB,-,W 
DksA,dksA,rplC,-,W 
DksA,dksA,rplD,-,W 
DksA,dksA,rplE,-,W 
DksA,dksA,rplF,-,W 
DksA,dksA,rplJ,-,W 
DksA,dksA,rplK,-,W 
DksA,dksA,rplL,-,W 
DksA,dksA,rplM,-,W 
DksA,dksA,rplN,-,W 
DksA,dksA,rplO,-,W 
DksA,dksA,rplP,-,W 
DksA,dksA,rplQ,-,W 
DksA,dksA,rplR,-,W 
DksA,dksA,rplS,-,W 
DksA,dksA,rplT,-,W 
DksA,dksA,rplV,-,W 
DksA,dksA,rplW,-,W 
DksA,dksA,rplX,-,W 
DksA,dksA,rplY,-,W 
DksA,dksA,rpmB,-,W 
DksA,dksA,rpmC,-,W 
DksA,dksA,rpmD,-,W 
DksA,dksA,rpmG,-,W 
DksA,dksA,rpoA,-,W 
DksA,dksA,rpoB,-,W 
DksA,dksA,rpoC,-,W 
DksA,dksA,rpoD,-,W 
DksA,dksA,rpoZ,-,W 
DksA,dksA,rpsA,-,W 
DksA,dksA,rpsC,-,W 
DksA,dksA,rpsD,-,W 
DksA,dksA,rpsE,-,W 
DksA,dksA,rpsG,-,W 
DksA,dksA,rpsH,-,W 
DksA,dksA,rpsI,-,W 
DksA,dksA,rpsJ,-,W 
DksA,dksA,rpsK,-,W 
DksA,dksA,rpsL,-,W 
DksA,dksA,rpsM,-,W 
DksA,dksA,rpsN,-,W 
DksA,dksA,rpsP,-,W 
DksA,dksA,rpsQ,-,W 
DksA,dksA,rpsS,-,W 
DksA,dksA,rpsT,-,W 
DksA,dksA,rpsU,-,W 
DksA,dksA,spoT,-,W 
DksA,dksA,trmH,-,W 
DksA,dksA,thrA,+,W 
DksA,dksA,thrB,+,W 
DksA,dksA,thrC,+,W 
DksA,dksA,thrS,-,W 
DksA,dksA,trmD,-,W 
DksA,dksA,tufA,-,W 
DksA,dksA,rimM,-,W 
DksA,dksA,rpmI,-,W 
DksA,dksA,rpmJ,-,W 
DksA,dksA,iraP,+,W 
DksA,dksA,hisL,+,W 
DksA,dksA,pheM,-,W 
DksA,dksA,thrL,+,W 
DksA,dksA,dusB,-,W 
DksA,dksA,fabD,-,W 
DksA,dksA,fabG,-,W 
DksA,dksA,gluQ,-,W 
DksA,dksA,folK,-,W 
DksA,dksA,csrA,+,W 
DksA,dksA,yhbE,-,W 
DksA,dksA,thiQ,+,W 
DksA,dksA,thiP,+,W 
DksA,dksA,thiB,+,W 
DksA,dksA,setA,+,W 
DksA,dksA,talA,+,W 
DksA,dksA,rpoE,+,W 
DksA,dksA,sgrR,+,W 
DksA,dksA,tktB,+,W 
DksA,dksA,rseA,+,S 
DksA,dksA,alaT,-,W 
DksA,dksA,alaU,-,W 
DksA,dksA,alaV,-,W 
DksA,dksA,argX,-+,W 
DksA,dksA,gltT,-,W 
DksA,dksA,gltU,-,W 
DksA,dksA,gltV,-,W 
DksA,dksA,gltW,-,W 
DksA,dksA,hisR,-+,W 
DksA,dksA,ileT,-,W 
DksA,dksA,ileU,-,W 
DksA,dksA,ileV,-,W 
DksA,dksA,leuT,-+,W 
DksA,dksA,proM,-+,W 
DksA,dksA,rrfA,-,W 
DksA,dksA,rrfB,-,W 
DksA,dksA,rrfC,-,W 
DksA,dksA,rrfD,-,W 
DksA,dksA,rrfE,-,W 
DksA,dksA,rrfG,-,W 
DksA,dksA,rrfH,-,W 
DksA,dksA,rrlA,-,W 
DksA,dksA,rrlB,-,W 
DksA,dksA,rrlC,-,W 
DksA,dksA,rrlD,-,W 
DksA,dksA,rrlE,-,W 
DksA,dksA,rrlG,-,W 
DksA,dksA,rrlH,-,W 
DksA,dksA,rrsA,-,W 
DksA,dksA,rrsB,-,W 
DksA,dksA,rrsC,-,W 
DksA,dksA,rrsD,-,W 
DksA,dksA,rrsE,-,W 
DksA,dksA,rrsG,-,W 
DksA,dksA,rrsH,-,W 
DksA,dksA,rrfF,-,W 
DksA,dksA,thrV,-,W 
DksA,dksA,rplU,-,W 
DksA,dksA,rpmA,-,W 
DksA,dksA,sgrT,+,W 
DksA,dksA,idlP,-,W 
DksA,dksA,ytiC,-,W 
DksA,dksA,ytiD,-,W 
DksA,dksA,csrB,+,S 
DksA,dksA,csrC,+,S 
DksA,dksA,rybB,+,S 
DksA,dksA,isrC,+,W 
DksA,dksA,sroA,+,W 
DksA,dksA,sgrS,+,W 
DksA,dksA,hlyE,+,W 
DksA,dksA,dsrA,+,W 
DksA,dksA,flu,+,W 
DksA,dksA,rseC,+,W 
DksA,dksA,rseB,+,W 
DksA,dksA,obgE,-,W 
DksA,dksA,iraD,-,W 
OmpR,ompR,bolA,-,S 
OmpR,ompR,cadA,-,S 
OmpR,ompR,cadB,-,S 
OmpR,ompR,cadC,-,S 
OmpR,ompR,fadL,-,S 
OmpR,ompR,flhC,-,W 
OmpR,ompR,flhD,-,W 
OmpR,ompR,htpX,-,S 
OmpR,ompR,lpp,-,S 
OmpR,ompR,malE,-,S 
OmpR,ompR,narV,+,C 
OmpR,ompR,narW,+,C 
OmpR,ompR,narY,+,C 
OmpR,ompR,narZ,+,C 
OmpR,ompR,nmpC,-,C 
OmpR,ompR,ompC,+,C 
OmpR,ompR,ompF,-+,C 
OmpR,ompR,potE,-,S 
OmpR,ompR,speF,-,S 
OmpR,ompR,tolC,+,S 
OmpR,ompR,pdhR,+,S 
OmpR,ompR,tsgA,+,S 
OmpR,ompR,rob,+,S 
OmpR,ompR,sra,-,W 
OmpR,ompR,nuoN,-,S 
OmpR,ompR,feoA,+,C 
OmpR,ompR,feoB,+,C 
OmpR,ompR,acrR,+,S 
OmpR,ompR,ompX,+,S 
OmpR,ompR,rhtA,+,S 
OmpR,ompR,galP,-,S 
OmpR,ompR,narU,+,C 
OmpR,ompR,sstT,+,C 
OmpR,ompR,feoC,+,C 
OmpR,ompR,micF,+,C 
OmpR,ompR,speFL,-,S 
OmpR,ompR,omrA,+,S 
OmpR,ompR,omrB,+,S 
OmpR,ompR,ecnB,-,W 
OmpR,ompR,fadE,+,S 
OmpR,ompR,gmhA,+,S 
OmpR,ompR,copA,-,W 
OmpR,ompR,csgI,-,W 
OmpR,ompR,pgaD,-,S 
OmpR,ompR,pgaC,-,S 
OmpR,ompR,pgaB,-,S 
OmpR,ompR,pgaA,-,S 
OmpR,ompR,csgG,+,C 
OmpR,ompR,csgF,+,C 
OmpR,ompR,csgE,+,C 
OmpR,ompR,csgD,+,C 
OmpR,ompR,dtpA,+,C 
OmpR,ompR,yobB,-,S 
OmpR,ompR,exoX,-,S 
OmpR,ompR,znuA,+,S 
OmpR,ompR,queE,+,S 
OmpR,ompR,alx,-,S 
ChbR,chbR,chbB,-+,S 
ChbR,chbR,chbC,-+,S 
ChbR,chbR,chbA,-+,S 
ChbR,chbR,chbR,-+,S 
ChbR,chbR,chbF,-+,S 
ChbR,chbR,chbG,-+,S 
RcsB,rcsB,ftsA,+,S 
RcsB,rcsB,ftsZ,+,S 
RcsB,rcsB,osmB,+,W 
RcsB,rcsB,osmC,+,C 
RcsB,rcsB,hdeA,+,W 
RcsB,rcsB,hdeB,+,W 
RcsB,rcsB,yhiD,+,W 
RcsB,rcsB,gadB,+,W 
RcsB,rcsB,hdeD,+,W 
RcsB,rcsB,sra,+,S 
RcsB,rcsB,rpoE,+,C 
RcsB,rcsB,gadX,-,C 
RcsB,rcsB,rseA,+,C 
RcsB,rcsB,rarA,+,W 
RcsB,rcsB,gadA,-,C 
RcsB,rcsB,rseD,+,C 
RcsB,rcsB,rprA,+,S 
RcsB,rcsB,gadY,+,W 
RcsB,rcsB,lolA,+,W 
RcsB,rcsB,bdm,+,S 
RcsB,rcsB,gadC,+,W 
RcsB,rcsB,ydeO,+,W 
RcsB,rcsB,safA,+,W 
RcsB,rcsB,ydeP,+,S 
RcsB,rcsB,rseC,+,C 
RcsB,rcsB,rseB,+,C 
YeiL,yeiL,yeiL,+,W 
HypT,hypT,cydA,+,S 
HypT,hypT,cydB,+,S 
HypT,hypT,cysH,+,W 
HypT,hypT,fecA,-,W 
HypT,hypT,fecB,-,W 
HypT,hypT,fecC,-,W 
HypT,hypT,fecD,-,W 
HypT,hypT,fecE,-,W 
HypT,hypT,metB,+,W 
HypT,hypT,metL,+,W 
HypT,hypT,metQ,+,S 
HypT,hypT,metN,+,S 
HypT,hypT,metI,+,S 
AccB,accB,accB,-,W 
AccB,accB,accC,-,W 
CspA,cspA,gyrA,+,W 
CspA,cspA,hns,+,S 
DecR,decR,cyuP,+,S 
DecR,decR,cyuA,+,S 
RcdA,rcdA,sulA,-,C 
RcdA,rcdA,ydeI,+,S 
RcdA,rcdA,rsd,+,S 
RcdA,rcdA,rmf,+,S 
RcdA,rcdA,yagK,-,S 
RcdA,rcdA,ybjI,-,C 
RcdA,rcdA,ybjJ,-,C 
RcdA,rcdA,rcdA,+,C 
RcdA,rcdA,csgG,+,S 
RcdA,rcdA,csgF,+,S 
RcdA,rcdA,csgE,+,S 
RcdA,rcdA,csgD,+,S 
RcdA,rcdA,bluF,+,C 
RcdA,rcdA,asr,+,S 
Ada,ada,ada,-+,C 
Ada,ada,alkB,-+,C 
Ada,ada,alkA,+,C 
Ada,ada,aidB,+,S 
GutM,gutM,srlE,+,W 
GutM,gutM,srlB,+,W 
GutM,gutM,srlD,+,W 
GutM,gutM,gutM,+,W 
GutM,gutM,gutQ,+,W 
GutM,gutM,srlR,+,W 
GutM,gutM,srlA,+,W 
Rob,rob,aldA,+,W 
Rob,rob,aslB,+,W 
Rob,rob,dapD,+,W 
Rob,rob,fadA,-,W 
Rob,rob,fadB,-,W 
Rob,rob,fadL,-,W 
Rob,rob,fumC,+,S 
Rob,rob,map,+,W 
Rob,rob,narG,+,S 
Rob,rob,nfo,+,W 
Rob,rob,rimK,+,W 
Rob,rob,sodA,+,W 
Rob,rob,tolC,+,S 
Rob,rob,ygiB,+,S 
Rob,rob,ygiC,+,S 
Rob,rob,zwf,+,S 
Rob,rob,nfsA,+,W 
Rob,rob,acnA,+,W 
Rob,rob,rob,-,C 
Rob,rob,mltF,+,W 
Rob,rob,glgS,+,W 
Rob,rob,glnD,+,W 
Rob,rob,inaA,+,S 
Rob,rob,marA,+,C 
Rob,rob,marR,+,C 
Rob,rob,acs,-,W 
Rob,rob,fadD,-,W 
Rob,rob,marB,+,C 
Rob,rob,acrA,+,S 
Rob,rob,acrB,+,S 
Rob,rob,actP,-,W 
Rob,rob,yjcH,-,W 
Rob,rob,mdtD,+,W 
Rob,rob,yacH,+,W 
Rob,rob,chaC,+,W 
Rob,rob,yiaG,-,W 
Rob,rob,mdaB,+,S 
Rob,rob,ybjC,+,W 
Rob,rob,micF,+,C 
Rob,rob,nfsB,+,W 
Rob,rob,acrZ,+,S 
Rob,rob,ldtB,+,W 
Rob,rob,ybiT,+,W 
Rob,rob,ybjN,+,W 
Rob,rob,ydcL,+,W 
Rob,rob,astC,-,W 
Rob,rob,elaB,-,W 
Rob,rob,yhbO,-,W 
Rob,rob,yhbW,+,W 
FlhDC,flhD;flhC,aceB,+,C 
FlhDC,flhD;flhC,adhE,+,C 
FlhDC,flhD;flhC,fliL,+,S 
FlhDC,flhD;flhC,fliM,+,C 
FlhDC,flhD;flhC,fliN,+,C 
FlhDC,flhD;flhC,epd,+,C 
FlhDC,flhD;flhC,glpA,+,W 
FlhDC,flhD;flhC,glpB,+,W 
FlhDC,flhD;flhC,glpC,+,W 
FlhDC,flhD;flhC,iclR,+,C 
FlhDC,flhD;flhC,mdh,-,W 
FlhDC,flhD;flhC,mglA,-,W 
FlhDC,flhD;flhC,mglB,-,W 
FlhDC,flhD;flhC,mglC,-,W 
FlhDC,flhD;flhC,pfkA,+,S 
FlhDC,flhD;flhC,ptsH,+,C 
FlhDC,flhD;flhC,recC,+,W 
FlhDC,flhD;flhC,fliD,+,S 
FlhDC,flhD;flhC,ppdC,+,W 
FlhDC,flhD;flhC,ygdB,+,W 
FlhDC,flhD;flhC,ppdB,+,W 
FlhDC,flhD;flhC,fliO,+,C 
FlhDC,flhD;flhC,fliE,+,S 
FlhDC,flhD;flhC,fliF,+,S 
FlhDC,flhD;flhC,fliA,+,C 
FlhDC,flhD;flhC,fliZ,+,C 
FlhDC,flhD;flhC,fliS,+,S 
FlhDC,flhD;flhC,fliT,+,S 
FlhDC,flhD;flhC,hypF,+,W 
FlhDC,flhD;flhC,hydN,+,W 
FlhDC,flhD;flhC,fliG,+,S 
FlhDC,flhD;flhC,fliH,+,S 
FlhDC,flhD;flhC,nfrB,+,W 
FlhDC,flhD;flhC,nrfA,+,W 
FlhDC,flhD;flhC,nrfB,+,W 
FlhDC,flhD;flhC,nrfC,+,W 
FlhDC,flhD;flhC,nrfD,+,W 
FlhDC,flhD;flhC,nrfE,+,W 
FlhDC,flhD;flhC,nrfF,+,W 
