2)regulatorName,3)RegulatorGeneName,5)regulatedName,6)function,7)confidenceLevel 
ExuR,exuR,uxuA,-,W 
ExuR,exuR,uxaA,-,S 
ExuR,exuR,exuT,-,S 
ExuR,exuR,exuR,-,S 
ExuR,exuR,uxuB,-,W 
ExuR,exuR,uxuR,-,W 
ExuR,exuR,lgoR,-,S 
ExuR,exuR,lgoD,-,S 
ExuR,exuR,uxaC,-,W 
AsnC,asnC,asnA,+,W 
AsnC,asnC,asnC,-,W 
AsnC,asnC,mnmG,-,W 
AsnC,asnC,mioC,-,W 
Dan,ttdR,ttdA,+,S 
Dan,ttdR,ttdB,+,S 
Dan,ttdR,ttdT,+,S 
Dan,ttdR,ttdR,+,S 
EbgR,ebgR,ebgA,-,W 
EbgR,ebgR,ebgC,-,W 
AgaR,agaR,agaA,-,C 
AgaR,agaR,kbaY,-,C 
AgaR,agaR,agaB,-,S 
AgaR,agaR,agaC,-,S 
AgaR,agaR,agaR,-,C 
AgaR,agaR,kbaZ,-,S 
AgaR,agaR,agaV,-,S 
AgaR,agaR,agaW,-,S 
AgaR,agaR,agaS,-,S 
AgaR,agaR,agaD,-,C 
AgaR,agaR,agaI,-,C 
AtoC,atoC,atoD,+,C 
AtoC,atoC,atoA,+,C 
AtoC,atoC,atoE,+,C 
AtoC,atoC,atoB,+,C 
DgoR,dgoR,dgoA,-,C 
DgoR,dgoR,dgoK,-,C 
DgoR,dgoR,dgoT,-,C 
DgoR,dgoR,dgoR,-,C 
DgoR,dgoR,dgoD,-,C 
TdcA,tdcA,tdcA,+,S 
TdcA,tdcA,tdcB,+,S 
TdcA,tdcA,tdcC,+,S 
TdcA,tdcA,tdcD,+,S 
TdcA,tdcA,tdcG,+,S 
TdcA,tdcA,tdcF,+,S 
TdcA,tdcA,tdcE,+,S 
NarL,narL,dcuB,-,W 
NarL,narL,cydC,+,W 
NarL,narL,adhE,-,S 
NarL,narL,aspA,-,S 
NarL,narL,moeA,+,W 
NarL,narL,moeB,+,W 
NarL,narL,cysG,+,C 
NarL,narL,dmsA,-,S 
NarL,narL,dmsB,-,S 
NarL,narL,dmsC,-,S 
NarL,narL,fdhF,-,S 
NarL,narL,frdA,-,S 
NarL,narL,frdB,-,S 
NarL,narL,frdC,-,S 
NarL,narL,frdD,-,S 
NarL,narL,fumB,-,W 
NarL,narL,hyaA,-,W 
NarL,narL,hyaB,-,W 
NarL,narL,hyaC,-,W 
NarL,narL,hyaD,-,W 
NarL,narL,hyaE,-,W 
NarL,narL,hyaF,-,W 
NarL,narL,narG,+,S 
NarL,narL,narH,+,S 
NarL,narL,narI,+,S 
NarL,narL,narJ,+,S 
NarL,narL,narK,+,S 
NarL,narL,nirB,+,C 
NarL,narL,nirC,+,C 
NarL,narL,nirD,+,C 
NarL,narL,ogt,+,C 
NarL,narL,pflB,-,S 
NarL,narL,poxB,+,S 
NarL,narL,ompW,-,S 
NarL,narL,dcuA,-,S 
NarL,narL,fdnG,+,C 
NarL,narL,fdnH,+,S 
NarL,narL,fdnI,+,S 
NarL,narL,focA,-,S 
NarL,narL,ubiC,-,W 
NarL,narL,ubiA,-,W 
NarL,narL,cydD,+,W 
NarL,narL,nikR,-,W 
NarL,narL,nuoM,+,W 
NarL,narL,nuoF,+,W 
NarL,narL,nrfA,-+,C 
NarL,narL,hybA,-,W 
NarL,narL,hybB,-,W 
NarL,narL,hybC,-,W 
NarL,narL,hybD,-,W 
NarL,narL,hybE,-,W 
NarL,narL,hybF,-,W 
NarL,narL,hybG,-,W 
NarL,narL,torA,-,W 
NarL,narL,torC,-,W 
NarL,narL,nrfB,-+,C 
NarL,narL,nrfC,-+,C 
NarL,narL,nrfD,-+,C 
NarL,narL,nrfE,-+,C 
NarL,narL,nrfF,-+,C 
NarL,narL,nrfG,-+,C 
NarL,narL,ccmH,-,S 
NarL,narL,ccmG,-,S 
NarL,narL,ccmF,-,S 
NarL,narL,ccmE,-,S 
NarL,narL,ccmC,-,S 
NarL,narL,ccmB,-,S 
NarL,narL,ccmA,-,S 
NarL,narL,napC,-,S 
NarL,narL,napB,-,S 
NarL,narL,napH,-,S 
NarL,narL,napG,-,S 
NarL,narL,napA,-,S 
NarL,narL,napF,-,S 
NarL,narL,nikA,-,W 
NarL,narL,nikB,-,W 
NarL,narL,nikC,-,W 
NarL,narL,nikD,-,W 
NarL,narL,nikE,-,W 
NarL,narL,nuoA,+,W 
NarL,narL,nuoB,+,W 
NarL,narL,nuoC,+,W 
NarL,narL,nuoE,+,W 
NarL,narL,nuoG,+,W 
NarL,narL,nuoH,+,W 
NarL,narL,nuoI,+,W 
NarL,narL,nuoJ,+,W 
NarL,narL,nuoK,+,W 
NarL,narL,nuoL,+,W 
NarL,narL,nuoN,+,W 
NarL,narL,napD,-,S 
NarL,narL,ccmD,-,S 
NarL,narL,torD,-,W 
NarL,narL,norW,-,W 
NarL,narL,caiF,-,W 
NarL,narL,citG,-,W 
NarL,narL,citX,-,W 
NarL,narL,citF,-,W 
NarL,narL,citE,-,W 
NarL,narL,citD,-,W 
NarL,narL,citC,-,W 
NarL,narL,dpiB,-,W 
NarL,narL,dpiA,-,W 
NarL,narL,hcr,+,S 
NarL,narL,hcp,+,S 
NarL,narL,ydeP,+,S 
NarL,narL,ynfE,-,S 
NarL,narL,ynfF,-,S 
NarL,narL,ynfG,-,S 
NarL,narL,ynfH,-,S 
NarL,narL,dmsD,-,S 
NarL,narL,ydhT,-,C 
NarL,narL,ydhU,-,C 
NarL,narL,ydhX,-,C 
NarL,narL,ydhW,-,C 
NarL,narL,ydhV,-,W 
NarL,narL,ydhY,-,W 
NarL,narL,yoaG,+,S 
NarL,narL,yeaR,+,S 
NarL,narL,norV,-,W 
NarL,narL,hybO,-,W 
NarL,narL,dcuR,-,S 
NarL,narL,dcuS,-,S 
NarL,narL,ytfE,+,W 
NarL,narL,narS,+,C 
UhpA,uhpA,uhpT,+,C 
UhpA,uhpA,uhpU,+,C 
ZntR,zntR,rsd,-,S 
ZntR,zntR,zntA,-+,C 
ZntR,zntR,rmf,-,S 
TdcR,tdcR,tdcA,+,S 
TdcR,tdcR,tdcB,+,S 
TdcR,tdcR,tdcC,+,S 
TdcR,tdcR,tdcD,+,S 
TdcR,tdcR,tdcG,+,S 
TdcR,tdcR,tdcF,+,S 
TdcR,tdcR,tdcE,+,S 
FliZ,fliZ,flhC,-,S 
FliZ,fliZ,flhD,-,S 
FliZ,fliZ,osmY,-,S 
FliZ,fliZ,hdeA,-,S 
FliZ,fliZ,hdeB,-,S 
FliZ,fliZ,yhiD,-,S 
FliZ,fliZ,csgA,-,W 
FliZ,fliZ,gadB,-,S 
FliZ,fliZ,gadE,-,C 
FliZ,fliZ,yjbJ,-,S 
FliZ,fliZ,mlrA,-,C 
FliZ,fliZ,mdtE,-,C 
FliZ,fliZ,mdtF,-,C 
FliZ,fliZ,gadF,-,C 
FliZ,fliZ,csgG,-,S 
FliZ,fliZ,csgF,-,S 
FliZ,fliZ,csgE,-,S 
FliZ,fliZ,csgD,-,S 
FliZ,fliZ,csgB,-,W 
FliZ,fliZ,csgC,-,W 
FliZ,fliZ,pdeR,-,C 
FliZ,fliZ,gadC,-,S 
Lrp,lrp,cydC,-,W 
Lrp,lrp,aceB,+,S 
Lrp,lrp,adhE,-+,W 
Lrp,lrp,alaS,-,W 
Lrp,lrp,ansB,-+,S 
Lrp,lrp,arcB,-,W 
Lrp,lrp,argA,-,W 
Lrp,lrp,argR,-+,W 
Lrp,lrp,argS,-,W 
Lrp,lrp,argT,+,W 
Lrp,lrp,aroA,-+,C 
Lrp,lrp,aroG,-+,W 
Lrp,lrp,asnA,+,W 
Lrp,lrp,asnB,+,W 
Lrp,lrp,aspA,-+,S 
Lrp,lrp,aspC,+,W 
Lrp,lrp,aspS,-,W 
Lrp,lrp,atpA,-,W 
Lrp,lrp,atpH,-,W 
Lrp,lrp,avtA,-+,S 
Lrp,lrp,btuE,-,W 
Lrp,lrp,cadA,+,S 
Lrp,lrp,cadB,+,S 
Lrp,lrp,clpP,+,W 
Lrp,lrp,cysB,-,W 
Lrp,lrp,deaD,-,W 
Lrp,lrp,dedA,-,W 
Lrp,lrp,deoB,-,W 
Lrp,lrp,dppA,-+,W 
Lrp,lrp,eco,-,S 
Lrp,lrp,eno,+,W 
Lrp,lrp,exbB,+,W 
Lrp,lrp,fadL,+,W 
Lrp,lrp,fimA,+,C 
Lrp,lrp,fimC,+,C 
Lrp,lrp,fimD,+,C 
Lrp,lrp,fimE,+,W 
Lrp,lrp,fimF,+,C 
Lrp,lrp,fimG,+,C 
Lrp,lrp,fimH,+,C 
Lrp,lrp,frdA,-,W 
Lrp,lrp,frdB,-,W 
Lrp,lrp,ftsQ,-,S 
Lrp,lrp,fumA,+,W 
Lrp,lrp,gabT,+,S 
Lrp,lrp,gcvH,+,S 
Lrp,lrp,gdhA,-,W 
Lrp,lrp,glgC,-,W 
Lrp,lrp,glnA,+,W 
Lrp,lrp,glnH,+,W 
Lrp,lrp,glnL,+,W 
Lrp,lrp,glnQ,+,W 
Lrp,lrp,gltB,+,C 
Lrp,lrp,gltD,+,C 
Lrp,lrp,gltP,-,W 
Lrp,lrp,gpt,-,W 
Lrp,lrp,lpxL,-,W 
Lrp,lrp,ilvA,-,C 
Lrp,lrp,ilvD,-,S 
Lrp,lrp,ilvE,-,C 
Lrp,lrp,ilvH,-+,C 
Lrp,lrp,ilvI,-+,S 
Lrp,lrp,ilvM,-,S 
Lrp,lrp,katE,-+,W 
Lrp,lrp,kbl,-+,W 
Lrp,lrp,leuO,-+,W 
Lrp,lrp,livF,-,W 
Lrp,lrp,livG,-,W 
Lrp,lrp,livH,-,W 
Lrp,lrp,livJ,-+,W 
Lrp,lrp,livK,-+,W 
Lrp,lrp,livM,-,W 
Lrp,lrp,lrp,-,S 
Lrp,lrp,lysU,-,C 
Lrp,lrp,malT,+,W 
Lrp,lrp,manA,-,W 
Lrp,lrp,metH,-,W 
Lrp,lrp,metK,-,S 
Lrp,lrp,groL,-+,W 
Lrp,lrp,groS,-,W 
Lrp,lrp,msbA,-,W 
Lrp,lrp,mtr,-,S 
Lrp,lrp,mutY,-,W 
Lrp,lrp,nusB,-,W 
Lrp,lrp,ompC,-,S 
Lrp,lrp,ompT,+,W 
Lrp,lrp,oppA,-,S 
Lrp,lrp,oppB,-,S 
Lrp,lrp,oppC,-,S 
Lrp,lrp,oppD,-,S 
Lrp,lrp,oppF,-,S 
Lrp,lrp,osmC,-+,C 
Lrp,lrp,pabB,-,W 
Lrp,lrp,pal,-,W 
Lrp,lrp,pepD,-,S 
Lrp,lrp,phoA,+,W 
Lrp,lrp,pncB,-,W 
Lrp,lrp,pntA,+,W 
Lrp,lrp,polA,-,W 
Lrp,lrp,ppsA,-,W 
Lrp,lrp,purM,-+,W 
Lrp,lrp,pyrI,+,W 
Lrp,lrp,relA,+,W 
Lrp,lrp,rplF,-,W 
Lrp,lrp,rplR,-+,W 
Lrp,lrp,rpoN,-,W 
Lrp,lrp,rpsH,-,W 
Lrp,lrp,sdaA,-,S 
Lrp,lrp,serA,-+,S 
Lrp,lrp,serB,+,S 
Lrp,lrp,serC,-+,C 
Lrp,lrp,serS,-,W 
Lrp,lrp,ytjB,+,W 
Lrp,lrp,prlF,+,W 
Lrp,lrp,soxS,+,W 
Lrp,lrp,sulA,+,W 
Lrp,lrp,tdh,+,W 
Lrp,lrp,topA,-,W 
Lrp,lrp,treA,-,W 
Lrp,lrp,trxB,-,W 
Lrp,lrp,tyrP,-+,W 
Lrp,lrp,tyrR,-+,W 
Lrp,lrp,ybgA,-,W 
Lrp,lrp,trhO,-,W 
Lrp,lrp,yceB,-,W 
Lrp,lrp,yfiB,-,W 
Lrp,lrp,fau,-,S 
Lrp,lrp,argO,+,S 
Lrp,lrp,mscS,-,W 
Lrp,lrp,yhhA,+,W 
Lrp,lrp,rdcA,+,W 
Lrp,lrp,creA,-,W 
Lrp,lrp,leuA,-+,W 
Lrp,lrp,uspE,-,S 
Lrp,lrp,iraP,+,W 
Lrp,lrp,rnr,-+,W 
Lrp,lrp,ilvL,-+,W 
Lrp,lrp,thrL,-,S 
Lrp,lrp,leuL,+,W 
Lrp,lrp,lipA,+,W 
Lrp,lrp,ribE,-,W 
Lrp,lrp,gabD,+,S 
Lrp,lrp,gabP,+,S 
Lrp,lrp,upp,-,W 
Lrp,lrp,lysP,-+,S 
Lrp,lrp,ychE,-,W 
Lrp,lrp,mnmA,-,W 
Lrp,lrp,fliA,-+,W 
Lrp,lrp,ubiA,+,W 
Lrp,lrp,osmY,-,S 
Lrp,lrp,hdeA,-,W 
Lrp,lrp,hdeB,-,W 
Lrp,lrp,yhiD,-,W 
Lrp,lrp,ppx,-+,W 
Lrp,lrp,dadA,-+,W 
Lrp,lrp,dadX,-,C 
Lrp,lrp,sthA,-,W 
Lrp,lrp,gcvT,-+,S 
Lrp,lrp,rpiA,-,W 
Lrp,lrp,wecB,-,W 
Lrp,lrp,rhtB,+,W 
Lrp,lrp,gadB,-,W 
Lrp,lrp,rlmE,+,W 
Lrp,lrp,ppk,-,W 
Lrp,lrp,gltF,+,S 
Lrp,lrp,ycgB,-+,W 
Lrp,lrp,ibpA,+,W 
Lrp,lrp,ibpB,+,W 
Lrp,lrp,stpA,+,S 
Lrp,lrp,thiC,-,W 
Lrp,lrp,proP,+,W 
Lrp,lrp,artP,-+,W 
Lrp,lrp,artI,-+,W 
Lrp,lrp,potF,-+,W 
Lrp,lrp,ydeE,-,W 
Lrp,lrp,dgcZ,+,W 
Lrp,lrp,slyX,+,W 
Lrp,lrp,hpf,-,W 
Lrp,lrp,ptsN,-,W 
Lrp,lrp,yicH,+,W 
Lrp,lrp,emrD,-,W 
Lrp,lrp,phoH,+,W 
Lrp,lrp,rsd,+,W 
Lrp,lrp,yebF,-,W 
Lrp,lrp,purT,+,W 
Lrp,lrp,gcvP,+,S 
Lrp,lrp,aidB,-,S 
Lrp,lrp,rpiB,+,W 
Lrp,lrp,yiiM,-,W 
Lrp,lrp,menA,+,W 
Lrp,lrp,tsuA,-+,W 
Lrp,lrp,yjbJ,-,S 
Lrp,lrp,pspG,+,W 
Lrp,lrp,aphA,-,W 
Lrp,lrp,yjbQ,-,S 
Lrp,lrp,yjbR,+,W 
Lrp,lrp,yibL,+,W 
Lrp,lrp,zntR,+,W 
Lrp,lrp,yhdN,+,W 
Lrp,lrp,htrE,+,W 
Lrp,lrp,fimI,+,C 
Lrp,lrp,yehL,-,S 
Lrp,lrp,yeiL,+,W 
Lrp,lrp,radD,-,W 
Lrp,lrp,napF,-,W 
Lrp,lrp,mqo,-,S 
Lrp,lrp,yojI,+,W 
Lrp,lrp,nuoA,-,W 
Lrp,lrp,lrhA,+,S 
Lrp,lrp,sdaC,-,S 
Lrp,lrp,brnQ,-,S 
Lrp,lrp,glnK,+,W 
Lrp,lrp,chbG,+,W 
Lrp,lrp,panZ,-+,W 
Lrp,lrp,yhiM,-,W 
Lrp,lrp,dtpB,-,W 
Lrp,lrp,gadW,-+,W 
Lrp,lrp,yhjE,+,S 
Lrp,lrp,yhjJ,+,W 
Lrp,lrp,yhjR,+,W 
Lrp,lrp,eptB,+,W 
Lrp,lrp,can,+,W 
Lrp,lrp,rseA,+,W 
Lrp,lrp,lhgD,+,S 
Lrp,lrp,ybiI,+,W 
Lrp,lrp,ybiJ,-,S 
Lrp,lrp,modA,+,W 
Lrp,lrp,ycfJ,+,W 
Lrp,lrp,yjeM,-,S 
Lrp,lrp,cycA,-,S 
Lrp,lrp,yacL,+,W 
Lrp,lrp,yabQ,+,W 
Lrp,lrp,yiaG,-,W 
Lrp,lrp,sstT,-,W 
Lrp,lrp,yhbY,-,W 
Lrp,lrp,yhdW,+,W 
Lrp,lrp,cpoB,-,W 
Lrp,lrp,yciN,-,S 
Lrp,lrp,alaT,-,S 
Lrp,lrp,alaU,-,W 
Lrp,lrp,alaV,-,W 
Lrp,lrp,gltT,-,S 
Lrp,lrp,gltU,-,S 
Lrp,lrp,gltV,-,W 
Lrp,lrp,gltW,-,W 
Lrp,lrp,ileT,-,S 
Lrp,lrp,ileU,-,W 
Lrp,lrp,ileV,-,W 
Lrp,lrp,metT,-,W 
Lrp,lrp,micF,-,S 
Lrp,lrp,rrfA,-,S 
Lrp,lrp,rrfB,-,S 
Lrp,lrp,rrfC,-,S 
Lrp,lrp,rrfD,-,W 
Lrp,lrp,rrfE,-,W 
Lrp,lrp,rrfG,-,W 
Lrp,lrp,rrfH,-,W 
Lrp,lrp,rrlA,-,S 
Lrp,lrp,rrlB,-,S 
Lrp,lrp,rrlC,-,S 
Lrp,lrp,rrlD,-,W 
Lrp,lrp,rrlE,-,W 
Lrp,lrp,rrlG,-,W 
Lrp,lrp,rrlH,-,W 
Lrp,lrp,rrsA,-,S 
Lrp,lrp,rrsB,-,S 
Lrp,lrp,rrsC,-,S 
Lrp,lrp,rrsD,-,W 
Lrp,lrp,rrsE,-,W 
Lrp,lrp,rrsG,-,W 
Lrp,lrp,rrsH,-,W 
Lrp,lrp,rrfF,-,W 
Lrp,lrp,ssrS,-,S 
Lrp,lrp,thrV,-,W 
Lrp,lrp,yibT,+,W 
Lrp,lrp,yciZ,+,W 
Lrp,lrp,ilvX,-,S 
Lrp,lrp,yoeG,+,W 
Lrp,lrp,gadY,+,W 
Lrp,lrp,sroH,-,W 
Lrp,lrp,ldhA,+,W 
Lrp,lrp,yaaX,+,W 
Lrp,lrp,yaeQ,+,W 
Lrp,lrp,yagU,+,W 
Lrp,lrp,ykgE,+,W 
Lrp,lrp,yaiY,+,W 
Lrp,lrp,mscK,-,W 
Lrp,lrp,borD,+,W 
Lrp,lrp,ybdG,-,W 
Lrp,lrp,ybdF,+,W 
Lrp,lrp,ybdL,-,W 
Lrp,lrp,insH3,+,W 
Lrp,lrp,ybeX,-,W 
Lrp,lrp,zitB,+,W 
Lrp,lrp,ybgS,-+,W 
Lrp,lrp,acrZ,-+,W 
Lrp,lrp,pgl,-,W 
Lrp,lrp,ybhQ,-+,W 
Lrp,lrp,ybiO,-,W 
Lrp,lrp,ybiT,-,W 
Lrp,lrp,ybjN,-,W 
Lrp,lrp,ybjS,-,S 
Lrp,lrp,ybjX,+,W 
Lrp,lrp,clpS,+,W 
Lrp,lrp,lolA,-,W 
Lrp,lrp,ycaM,-,S 
Lrp,lrp,hspQ,+,W 
Lrp,lrp,bssS,+,W 
Lrp,lrp,lolC,+,S 
Lrp,lrp,hlyE,-,W 
Lrp,lrp,dhaK,-,W 
Lrp,lrp,yciT,+,W 
Lrp,lrp,dgcM,-+,W 
Lrp,lrp,ydcK,+,W 
Lrp,lrp,ydcL,+,W 
Lrp,lrp,ydeN,+,W 
Lrp,lrp,sad,+,W 
Lrp,lrp,ydgH,+,W 
Lrp,lrp,dtpA,-,S 
Lrp,lrp,slyA,-+,W 
Lrp,lrp,ydhQ,+,W 
Lrp,lrp,astC,-+,W 
Lrp,lrp,ynjH,+,W 
Lrp,lrp,yeaE,-,W 
Lrp,lrp,yeaG,+,W 
Lrp,lrp,dgcJ,-,W 
Lrp,lrp,leuE,-,S 
Lrp,lrp,yoaH,+,W 
Lrp,lrp,dgcQ,-,W 
Lrp,lrp,yodC,-,W 
Lrp,lrp,cbl,+,W 
Lrp,lrp,nac,+,W 
Lrp,lrp,yfaP,+,W 
Lrp,lrp,alaA,-+,W 
Lrp,lrp,yfcC,-,S 
Lrp,lrp,fadI,-+,W 
Lrp,lrp,yfcZ,-,S 
Lrp,lrp,zipA,+,W 
Lrp,lrp,intZ,-,W 
Lrp,lrp,csiE,-+,W 
Lrp,lrp,glaH,+,S 
Lrp,lrp,alaE,-+,C 
Lrp,lrp,amiC,-,W 
Lrp,lrp,yqeF,+,S 
Lrp,lrp,yqeG,-,W 
Lrp,lrp,glcA,-+,W 
Lrp,lrp,ygiV,-+,W 
Lrp,lrp,ygiW,-+,W 
Lrp,lrp,qseB,-,W 
Lrp,lrp,insC5,+,W 
Lrp,lrp,aer,-,W 
Lrp,lrp,patA,-+,W 
Lrp,lrp,yhcN,-,W 
Lrp,lrp,yhdV,+,W 
Lrp,lrp,yzgL,+,S 
Lrp,lrp,yhhW,-+,W 
Lrp,lrp,fxsA,-+,W 
Lrp,lrp,yjeH,+,W 
Lrp,lrp,yjfP,+,W 
Lrp,lrp,ytfB,-+,W 
Lrp,lrp,ytfJ,-+,W 
Lrp,lrp,ytfK,-,S 
Lrp,lrp,ridA,-+,C 
Lrp,lrp,yjiC,-,S 
Lrp,lrp,iraD,-,W 
Lrp,lrp,yjiL,-+,W 
Lrp,lrp,ilvG,-,S 
Lrp,lrp,fimR2,+,C 
CynR,cynR,cynS,+,C 
CynR,cynR,cynT,+,S 
CynR,cynR,cynX,+,C 
CynR,cynR,cynR,-,S 
MqsA,mqsA,rpoS,-,C 
MqsA,mqsA,cspD,-,S 
MqsA,mqsA,csgG,-,S 
MqsA,mqsA,csgF,-,S 
MqsA,mqsA,csgE,-,S 
MqsA,mqsA,csgD,-,S 
MqsA,mqsA,mqsA,-,C 
MqsA,mqsA,mqsR,-,C 
DnaA,dnaA,aldA,-,S 
DnaA,dnaA,dnaA,-+,S 
DnaA,dnaA,dnaN,-+,C 
DnaA,dnaA,guaA,-,S 
DnaA,dnaA,guaB,-,S 
DnaA,dnaA,nrdA,-+,C 
DnaA,dnaA,nrdB,-+,C 
DnaA,dnaA,polA,+,S 
DnaA,dnaA,recF,-+,S 
DnaA,dnaA,recN,-,W 
DnaA,dnaA,rpoH,-,W 
DnaA,dnaA,uvrB,-,C 
DnaA,dnaA,yfaE,-+,C 
DnaA,dnaA,yjeV,-,S 
DnaA,dnaA,idlP,-,C 
DnaA,dnaA,ytiC,-,C 
DnaA,dnaA,ytiD,-,C 
DnaA,dnaA,iraD,-,C 
CsgD,csgD,nlpA,+,S 
CsgD,csgD,pepD,-,W 
CsgD,csgD,iraP,+,W 
CsgD,csgD,dgcC,+,S 
CsgD,csgD,fliE,-,S 
CsgD,csgD,fliF,-,S 
CsgD,csgD,fliA,-,S 
CsgD,csgD,fliZ,-,S 
CsgD,csgD,csgA,+,S 
CsgD,csgD,wrbA,+,S 
CsgD,csgD,fliG,-,S 
CsgD,csgD,fliH,-,S 
CsgD,csgD,yccJ,+,S 
CsgD,csgD,flgM,-,S 
CsgD,csgD,fliI,-,S 
CsgD,csgD,fliJ,-,S 
CsgD,csgD,fliK,-,S 
CsgD,csgD,csgI,+,S 
CsgD,csgD,csgG,+,S 
CsgD,csgD,csgF,+,S 
CsgD,csgD,csgE,+,S 
CsgD,csgD,csgD,+,S 
CsgD,csgD,csgB,+,S 
CsgD,csgD,csgC,+,S 
CsgD,csgD,flgN,-,S 
CsgD,csgD,tcyJ,-,S 
CsgD,csgD,yhbS,-,S 
CsgD,csgD,ubiT,-,S 
HU,hupA;hupB,galE,-,S 
HU,hupA;hupB,galK,-,S 
HU,hupA;hupB,galT,-,S 
HU,hupA;hupB,mtr,-,W 
HU,hupA;hupB,tyrP,-,W 
HU,hupA;hupB,galM,-,S 
HU,hupA;hupB,pgm,-,W 
HU,hupA;hupB,seqA,-,W 
HU,hupA;hupB,micF,+,W 
H-NS,hns,hisM,+,W 
H-NS,hns,garL,-,W 
H-NS,hns,appY,-,S 
H-NS,hns,ascF,-,W 
H-NS,hns,ascG,-,W 
H-NS,hns,bglB,-,S 
H-NS,hns,bglF,-,S 
H-NS,hns,bglG,-,S 
H-NS,hns,bolA,-,W 
H-NS,hns,cadA,-,C 
H-NS,hns,cadB,-,C 
H-NS,hns,cadC,-,S 
H-NS,hns,cspA,-,C 
H-NS,hns,cydA,-,S 
H-NS,hns,cydB,-,S 
H-NS,hns,cysA,-,W 
H-NS,hns,cysG,-,S 
H-NS,hns,cysM,-,W 
H-NS,hns,cysP,-,W 
H-NS,hns,cysU,-,W 
H-NS,hns,cysW,-,W 
H-NS,hns,ddlA,-,W 
H-NS,hns,entF,+,W 
H-NS,hns,acrE,-,W 
H-NS,hns,acrF,-,W 
H-NS,hns,fepE,+,W 
H-NS,hns,fes,+,W 
H-NS,hns,fimA,+,S 
H-NS,hns,fimB,-,S 
H-NS,hns,fimC,+,S 
H-NS,hns,fimD,+,S 
H-NS,hns,fimE,-,S 
H-NS,hns,fimF,+,S 
H-NS,hns,fimG,+,S 
H-NS,hns,fimH,+,S 
H-NS,hns,flhC,+,S 
H-NS,hns,flhD,+,S 
H-NS,hns,fliC,+,W 
H-NS,hns,fucA,-,W 
H-NS,hns,gabT,+,W 
H-NS,hns,galE,-,S 
H-NS,hns,galK,-,S 
H-NS,hns,galT,-,S 
H-NS,hns,hisP,+,W 
H-NS,hns,hns,-,S 
H-NS,hns,degP,-,W 
H-NS,hns,ilvH,-,W 
H-NS,hns,ilvI,-,W 
H-NS,hns,lacA,-,S 
H-NS,hns,lacY,-,S 
H-NS,hns,lacZ,-,S 
H-NS,hns,leuO,-,C 
H-NS,hns,lrp,-,S 
H-NS,hns,malE,+,W 
H-NS,hns,malF,+,W 
H-NS,hns,malG,+,W 
H-NS,hns,mazE,+,W 
H-NS,hns,mukB,+,W 
H-NS,hns,nhaA,-,W 
H-NS,hns,nirB,-,S 
H-NS,hns,nirC,-,S 
H-NS,hns,nirD,-,S 
H-NS,hns,nrdA,-,C 
H-NS,hns,nrdB,-,C 
H-NS,hns,osmC,-,W 
H-NS,hns,proV,-,S 
H-NS,hns,proW,-,C 
H-NS,hns,proX,-,S 
H-NS,hns,rcsA,-,W 
H-NS,hns,rcsB,-,S 
H-NS,hns,relA,+,W 
H-NS,hns,ftnA,-,C 
H-NS,hns,srlE,+,W 
H-NS,hns,srlB,+,W 
H-NS,hns,srlD,+,W 
H-NS,hns,gutM,+,W 
H-NS,hns,gutQ,+,W 
H-NS,hns,srlR,+,W 
H-NS,hns,nhaR,-,W 
H-NS,hns,cspD,+,W 
H-NS,hns,yciE,-,C 
H-NS,hns,yciF,-,C 
H-NS,hns,yciG,-,C 
H-NS,hns,fau,-,S 
H-NS,hns,garK,-,W 
H-NS,hns,garR,-,W 
H-NS,hns,pdeL,-,W 
H-NS,hns,chiA,-,S 
H-NS,hns,mazF,+,W 
H-NS,hns,mukE,+,W 
H-NS,hns,iraP,-,W 
H-NS,hns,gspB,-,S 
H-NS,hns,gabD,+,W 
H-NS,hns,gabP,+,W 
H-NS,hns,fliA,+,W 
H-NS,hns,fliZ,+,W 
H-NS,hns,gspO,-,S 
H-NS,hns,hdeA,-,C 
H-NS,hns,hdeB,-,C 
H-NS,hns,yhiD,-,C 
H-NS,hns,dps,-,C 
H-NS,hns,nrdD,-,S 
H-NS,hns,hdfR,-,S 
H-NS,hns,gadB,-,W 
H-NS,hns,hdeD,-,S 
H-NS,hns,adiA,-,W 
H-NS,hns,ydcC,-,W 
H-NS,hns,gadE,-,S 
H-NS,hns,stpA,-,S 
H-NS,hns,caiD,-,W 
H-NS,hns,caiC,-,W 
H-NS,hns,caiB,-,W 
H-NS,hns,caiA,-,W 
H-NS,hns,caiT,-,W 
H-NS,hns,evgA,-,S 
H-NS,hns,evgS,-,S 
H-NS,hns,dgcZ,-,W 
H-NS,hns,adeD,-,W 
H-NS,hns,galM,-,S 
H-NS,hns,glvC,-,W 
H-NS,hns,dctR,-,S 
H-NS,hns,slp,-,S 
H-NS,hns,pdeC,-,W 
H-NS,hns,adiY,-,S 
H-NS,hns,fimI,+,S 
H-NS,hns,hisJ,+,W 
H-NS,hns,hisQ,+,W 
H-NS,hns,mukF,+,W 
H-NS,hns,cmoM,+,W 
H-NS,hns,gspM,-,S 
H-NS,hns,pagP,-,W 
H-NS,hns,cbpA,-,W 
H-NS,hns,yhiM,-,S 
H-NS,hns,mdtE,-,S 
H-NS,hns,mdtF,-,S 
