regulator,gene_name,gene_id,effect,evidence,source
YfeC,mtlD,b3600,?,0,Gao2021
YciT,pdeR,b1285,?,0,Gao2021
YciT,ydbD,b1407,?,0,Gao2021
YciT,yajO,b0419,?,0,Gao2021
YciT,zwf,b1852,?,0,Gao2021
YciT,yjhU,b4295,?,0,Gao2021
YciT,ulaA,b4193,?,0,Gao2021
YciT,rbsA,b3749,?,0,Gao2021
YciT,yiaY,b3589,?,0,Gao2021
YciT,hslO,b3401,?,0,Gao2021
YciT,nudE,b3397,?,0,Gao2021
YciT,yhfU,b3378,?,0,Gao2021
YciT,ykfC,b0258,?,0,Gao2021
YciT,tig,b0436,?,0,Gao2021
YciT,ispB,b3187,?,0,Gao2021
YciT,oppA,b1243,?,0,Gao2021
YcjW,yebS,b1833,?,0,Gao2021
YcjW,pykF,b1676,?,0,Gao2021
YcjW,ydfU,b1560,?,0,Gao2021
YcjW,ydfG,b1539,?,0,Gao2021
YcjW,lsrD,b1515,?,0,Gao2021
YcjW,paaH,b1395,?,0,Gao2021
YcjW,argT,b2310,?,0,Gao2021
YidZ,mutL,b4170,?,0,Gao2021
YdcN,gss,b2988,?,0,Gao2021
YdcN,ttdB,b3062,?,0,Gao2021
YciT,flgG,b1078,?,0,Gao2021
YciT,ybcK,b0544,?,0,Gao2021
YciT,csgA,b1042,?,0,Gao2021
YciT,dgcT,b1025,?,0,Gao2021
YciT,ycaP,b0906,?,0,Gao2021
YciT,dmsA,b0894,?,0,Gao2021
YciT,potF,b0854,?,0,Gao2021
YciT,ybiV,b0822,?,0,Gao2021
YciT,ompX,b0814,?,0,Gao2021
YciT,ybiO,b0808,?,0,Gao2021
YciT,cusC,b0572,?,0,Gao2021
YciT,gspA,b3323,?,0,Gao2021
YciT,ubiT,b3157,?,0,Gao2021
YcjW,flhA,b1879,?,0,Gao2021
YdcN,rpsI,b3230,?,0,Gao2021
YdcN,yjdC,b4135,?,0,Gao2021
YdcN,alsK,b4084,?,0,Gao2021
YdcN,thiE,b3993,?,0,Gao2021
YdcN,yihQ,b3878,?,0,Gao2021
YdcN,yicI,b3656,?,0,Gao2021
YdcN,waaP,b3630,?,0,Gao2021
YdcN,cspA,b3556,?,0,Gao2021
YdcN,dppA,b3544,?,0,Gao2021
YdcN,ggt,b3447,?,0,Gao2021
YdcN,accB,b3255,?,0,Gao2021
YdcN,sspA,b3229,?,0,Gao2021
YdcN,uxuA,b4322,?,0,Gao2021
YdcN,yraJ,b3144,?,0,Gao2021
YdcN,uxaC,b3092,?,0,Gao2021
YdcN,dnaG,b3066,?,0,Gao2021
YfeC,,b0371,?,0,Gao2021
YfeC,dgcC,b0385,?,0,Gao2021
YfeC,yaiA,b0389,?,0,Gao2021
YfeC,aroM,b0390,?,0,Gao2021
YfeC,garL,b3126,?,0,Gao2021
YfeC,plsC,b3018,?,0,Gao2021
YfeC,hybD,b2993,?,0,Gao2021
YdcN,yjhU,b4295,?,0,Gao2021
YdcN,uxuB,b4323,?,0,Gao2021
YciT,yqfE,b2915,?,0,Gao2021
YciT,yegH,b2063,?,0,Gao2021
YciT,mltB,b2701,?,0,Gao2021
YciT,pdeF,b2503,?,0,Gao2021
YciT,maeB,b2463,?,0,Gao2021
YciT,yffR,b2449,?,0,Gao2021
YciT,yffQ,b2448,?,0,Gao2021
YciT,emrK,b2368,?,0,Gao2021
YciT,yfdQ,b2360,?,0,Gao2021
YciT,sixA,b2340,?,0,Gao2021
YciT,yfcV,b2339,?,0,Gao2021
YciT,lrhA,b2289,?,0,Gao2021
YciT,cheA,b1888,?,0,Gao2021
YfeC,caiA,b0039,?,0,Gao2021
YciT,uxaB,b1521,?,0,Gao2021
YfeC,yhfW,b3380,?,0,Gao2021
YfeC,yheO,b3346,?,0,Gao2021
YfeC,ispB,b3187,?,0,Gao2021
YfeC,yahC,b0317,?,0,Gao2021
YfeC,yagU,b0287,?,0,Gao2021
YfeC,frsA,b0239,?,0,Gao2021
YfeC,yafQ,b0225,?,0,Gao2021
YfeC,ldcC,b0186,?,0,Gao2021
YfeC,panD,b0131,?,0,Gao2021
YcjW,cmoB,b1871,?,0,Gao2021
YcjW,pphC,b2072,?,0,Gao2021
YdcN,kdpB,b0697,?,0,Gao2021
YdcN,yegU,b2099,?,0,Gao2021
YdcN,dsbC,b2893,?,0,Gao2021
YdcN,fucO,b2799,?,0,Gao2021
YdcN,pssA,b2585,?,0,Gao2021
YdcN,rseC,b2570,?,0,Gao2021
YdcN,hisS,b2514,?,0,Gao2021
YdcN,acrD,b2470,?,0,Gao2021
YdcN,yffS,b2450,?,0,Gao2021
YdcN,yffQ,b2448,?,0,Gao2021
YdcN,setB,b2170,?,0,Gao2021
YdcN,yehB,b2109,?,0,Gao2021
YdcN,fliA,b1922,?,0,Gao2021
YdcN,clpA,b0882,?,0,Gao2021
YdcN,ynjB,b1754,?,0,Gao2021
YdcN,ydiY,b1722,?,0,Gao2021
YdcN,ydhS,b1668,?,0,Gao2021
YdcN,cfa,b1661,?,0,Gao2021
YdcN,ynfF,b1588,?,0,Gao2021
YdcN,ydfT,b1559,?,0,Gao2021
YdcN,uxaB,b1521,?,0,Gao2021
YdcN,sutR,b1434,?,0,Gao2021
YdcN,,b1417,?,0,Gao2021
YdcN,narX,b1222,?,0,Gao2021
YdcN,mukE,b0923,?,0,Gao2021
YcjW,malP,b3417,?,0,Gao2021
YdcN,treA,b1197,?,0,Gao2021
YcjW,cadC,b4133,?,0,Gao2021
YdcN,ybdM,b0601,?,0,Gao2021
YdcN,ybcI,b0527,?,0,Gao2021
YdcN,lpxH,b0524,?,0,Gao2021
YdcN,ylaC,b0458,?,0,Gao2021
YdcN,mltD,b0211,?,0,Gao2021
YdcN,hofB,b0107,?,0,Gao2021
YdcN,mraZ,b0081,?,0,Gao2021
YdcN,caiF,b0034,?,0,Gao2021
YcjW,mpl,b4233,?,0,Gao2021
YcjW,ppa,b4226,?,0,Gao2021
YcjW,alsB,b4088,?,0,Gao2021
YdcN,moeB,b0826,?,0,Gao2021
YcjW,nrfE,b4074,?,0,Gao2021
YcjW,metL,b3940,?,0,Gao2021
YcjW,cpxA,b3911,?,0,Gao2021
YcjW,metE,b3829,?,0,Gao2021
YcjW,rhtB,b3824,?,0,Gao2021
YcjW,cyaA,b3806,?,0,Gao2021
YcjW,wecB,b3786,?,0,Gao2021
YcjW,rho,b3783,?,0,Gao2021
YcjW,ilvB,b3671,?,0,Gao2021
YcjW,eptB,b3546,?,0,Gao2021
YdcN,dhaK,b1200,?,0,Gao2021
YdcN,elfC,b0940,?,0,Gao2021
YcjW,metG,b2114,?,0,Gao2021
YcjW,ygiV,b3023,?,0,Gao2021
YidZ,yjfK,b4183,?,0,Gao2021
YidZ,yjfJ,b4182,?,0,Gao2021
YcjW,acnA,b1276,?,0,Gao2021
YcjW,yhcG,b3220,?,0,Gao2021
YcjW,yhcD,b3216,?,0,Gao2021
YcjW,yrbL,b3207,?,0,Gao2021
YcjW,argG,b3172,?,0,Gao2021
YcjW,yghA,b3003,?,0,Gao2021
YidZ,ulaE,b4197,?,0,Gao2021
YcjW,hybE,b2992,?,0,Gao2021
YcjW,yggE,b2922,?,0,Gao2021
YcjW,cysD,b2752,?,0,Gao2021
YcjW,ascF,b2715,?,0,Gao2021
YcjW,ypjA,b2647,?,0,Gao2021
YcjW,hcaE,b2538,?,0,Gao2021
YdcN,yghF,b2970,?,0,Gao2021
YcjW,folC,b2315,?,0,Gao2021
YcjW,yfbS,b2292,?,0,Gao2021
YcjW,narP,b2193,?,0,Gao2021
YidZ,aidB,b4187,?,0,Gao2021
YidZ,tamA,b4220,?,0,Gao2021
YdcN,ftsK,b0890,?,0,Gao2021
YcjW,mngA,b0731,?,0,Gao2021
YcjW,feoB,b3409,?,0,Gao2021
YcjW,cysG,b3368,?,0,Gao2021
YcjW,rpsN,b3307,?,0,Gao2021
YcjW,narG,b1224,?,0,Gao2021
YcjW,ycgV,b1202,?,0,Gao2021
YcjW,umuC,b1184,?,0,Gao2021
YcjW,gfcC,b0985,?,0,Gao2021
YcjW,asnS,b0930,?,0,Gao2021
YcjW,ycaC,b0897,?,0,Gao2021
YcjW,ybhA,b0766,?,0,Gao2021
YcjW,citT,b0612,?,0,Gao2021
YidZ,valS,b4258,?,0,Gao2021
YcjW,pheP,b0576,?,0,Gao2021
YcjW,allA,b0505,?,0,Gao2021
YcjW,maa,b0459,?,0,Gao2021
YcjW,ribD,b0414,?,0,Gao2021
YcjW,dinB,b0231,?,0,Gao2021
YcjW,thiP,b0067,?,0,Gao2021
YcjW,lptD,b0054,?,0,Gao2021
YidZ,yjiL,b4334,?,0,Gao2021
YidZ,uxuB,b4323,?,0,Gao2021
YidZ,fimI,b4315,?,0,Gao2021
YdcI,yicG,b3646,?,0,Gao2021
YdcI,lldP,b3603,?,0,Gao2021
YdcI,yhdV,b3267,?,0,Gao2021
RpoE,rybB,b4417,+,0,RegulonDB_sigma
RpoH,rrsE,b4007,+,0,RegulonDB_sigma
RpoH,rrsD,b3278,+,0,RegulonDB_sigma
RpoH,rrsC,b3756,+,0,RegulonDB_sigma
RpoE,ybfG,b0691,+,0,RegulonDB_sigma
RpoN,sroC,b4763,+,0,RegulonDB_sigma
RpoS,arrS,b4704,+,0,RegulonDB_sigma
RpoH,rrsG,b2591,+,0,RegulonDB_sigma
RpoN,yhdW,b3268,+,0,RegulonDB_sigma
RpoH,gltW,b2590,+,0,RegulonDB_sigma
RpoH,gltV,b4008,+,0,RegulonDB_sigma
RpoH,gltU,b3757,+,0,RegulonDB_sigma
omrA,btuB,b3966,-,0,RegulonDB_sRNA
RpoH,alaV,b0203,+,0,RegulonDB_sigma
RpoH,alaU,b3276,+,0,RegulonDB_sigma
RpoH,alaT,b3853,+,0,RegulonDB_sigma
RpoH,gltT,b3969,+,0,RegulonDB_sigma
RpoH,ileV,b0202,+,0,RegulonDB_sigma
RpoH,ileU,b3277,+,0,RegulonDB_sigma
RpoH,ileT,b3852,+,0,RegulonDB_sigma
SdiA,gadW,b3515,+,0,RegulonDB_TF
RpoE,micA,b4442,+,0,RegulonDB_sigma
RpoE,micL,b4717,+,0,RegulonDB_sigma
RpoH,rrfD,b3274,+,0,RegulonDB_sigma
RpoH,rrfB,b3971,+,0,RegulonDB_sigma
RpoH,rrfA,b3855,+,0,RegulonDB_sigma
RpoH,rrfC,b3759,+,0,RegulonDB_sigma
RpoH,rrsA,b3851,+,0,RegulonDB_sigma
RpoH,rrsB,b3968,+,0,RegulonDB_sigma
RpoH,rrlH,b0204,+,0,RegulonDB_sigma
RpoH,rrfE,b4010,+,0,RegulonDB_sigma
RpoH,rrlG,b2589,+,0,RegulonDB_sigma
RpoH,rrlE,b4009,+,0,RegulonDB_sigma
RpoH,rrlD,b3275,+,0,RegulonDB_sigma
RpoH,rrlC,b3758,+,0,RegulonDB_sigma
RpoH,rrlB,b3970,+,0,RegulonDB_sigma
RpoH,rrlA,b3854,+,0,RegulonDB_sigma
RpoH,rrfH,b0205,+,0,RegulonDB_sigma
RpoH,rrfG,b2588,+,0,RegulonDB_sigma
RpoH,rrfF,b3272,+,0,RegulonDB_sigma
YdcI,gutM,b2706,?,0,Gao2021
YdhB,yggM,b2956,?,0,Gao2021
YdhB,yfjP,b2632,?,0,Gao2021
YfeD,endA,b2945,?,0,Gao2021
YfeD,ygcE,b2776,?,0,Gao2021
YfeD,ygcU,b4463,?,0,Gao2021
YfeD,truD,b2745,?,0,Gao2021
YfeD,grcA,b2579,?,0,Gao2021
YfeD,rpoE,b2573,?,0,Gao2021
YfeD,pbpG,b2134,?,0,Gao2021
YfeD,fbaB,b2097,?,0,Gao2021
YfeD,yeaH,b1784,?,0,Gao2021
YfeD,ydeJ,b1537,?,0,Gao2021
YfeD,rimL,b1427,?,0,Gao2021
YfeD,ychJ,b1233,?,0,Gao2021
YfeD,pdeG,b1168,?,0,Gao2021
YfeD,ycaN,b0900,?,0,Gao2021
YfeD,sucC,b0728,?,0,Gao2021
YfeD,nadD,b0639,?,0,Gao2021
YfeD,uspG,b0607,?,0,Gao2021
YfeD,dsbG,b0604,?,0,Gao2021
YfeD,fepA,b0584,?,0,Gao2021
YfeD,allE,b0515,?,0,Gao2021
YfeD,ybaQ,b0483,?,0,Gao2021
YdhB,uxaC,b3092,?,0,Gao2021
YqhC,exuT,b3093,?,0,Gao2021
YqhC,rplC,b3320,?,0,Gao2021
YdcR,ydjF,b1770,?,0,Gao2021
YdcR,yicI,b3656,?,0,Gao2021
YdcR,dinD,b3645,?,0,Gao2021
YdcR,yhhI,b3484,?,0,Gao2021
YdcR,yhhT,b3474,?,0,Gao2021
YdcR,aaeR,b3243,?,0,Gao2021
YdcR,glcA,b2975,?,0,Gao2021
YdcR,ygeH,b2852,?,0,Gao2021
YdcR,oxc,b2373,?,0,Gao2021
YdcR,cbl,b1987,?,0,Gao2021
YdcR,yobF,b1824,?,0,Gao2021
YdcR,ldtE,b1678,?,0,Gao2021
YqhC,rpsL,b3342,?,0,Gao2021
YdcR,ydfJ,b1543,?,0,Gao2021
YdcR,ydcC,b1460,?,0,Gao2021
YdcR,ydcR,b1439,?,0,Gao2021
YdcR,ynaE,b1375,?,0,Gao2021
YdcR,ylaC,b0458,?,0,Gao2021
YqhC,gntP,b4321,?,0,Gao2021
YqhC,treR,b4241,?,0,Gao2021
YqhC,envC,b3613,?,0,Gao2021
YqhC,yhjC,b3521,?,0,Gao2021
YqhC,ppiA,b3363,?,0,Gao2021
YfeD,yaiO,b0358,?,0,Gao2021
YfeD,yagU,b0287,?,0,Gao2021
YfeD,ampD,b0110,?,0,Gao2021
YgaV,yqaB,b2690,?,0,Gao2021
YfeD,bcsC,b3530,?,0,Gao2021
YfeD,treF,b3519,?,0,Gao2021
YfeD,glgB,b3432,?,0,Gao2021
YfeD,fecA,b4291,?,0,Gao2021
YebK,ompA,b0957,?,0,Gao2021
YebK,uxaB,b1521,?,0,Gao2021
YebK,mepS,b2175,?,0,Gao2021
YdiP,sdhC,b0721,?,0,Gao2021
YgaV,aslB,b3800,?,0,Gao2021
YgaV,yqcC,b2792,?,0,Gao2021
YgaV,ygaV,b2667,?,0,Gao2021
YfeD,cyaA,b3806,?,0,Gao2021
YgaV,yecA,b1908,?,0,Gao2021
YgaV,dhaK,b1200,?,0,Gao2021
YcaN,yihQ,b3878,?,0,Gao2021
YcaN,rho,b3783,?,0,Gao2021
YcaN,ung,b2580,?,0,Gao2021
YcaN,yobF,b1824,?,0,Gao2021
YcaN,ynjB,b1754,?,0,Gao2021
YcaN,cspE,b0623,?,0,Gao2021
YneJ,deoB,b4383,?,0,Gao2021
YneJ,lysC,b4024,?,0,Gao2021
YfeD,ilvA,b3772,?,0,Gao2021
YfeD,yzcX,b3808,?,0,Gao2021
YfeD,kefC,b0047,?,0,Gao2021
YdhB,uxaB,b1521,?,0,Gao2021
YfeD,patA,b3073,?,0,Gao2021
YfeD,yhaV,b3130,?,0,Gao2021
YfeD,lpoA,b3147,?,0,Gao2021
YfeD,ispB,b3187,?,0,Gao2021
YdhB,yffS,b2450,?,0,Gao2021
YdhB,yffQ,b2448,?,0,Gao2021
YdhB,exoX,b1844,?,0,Gao2021
YdhB,ydhB,b1659,?,0,Gao2021
YdhB,purR,b1658,?,0,Gao2021
YdhB,pdxH,b1638,?,0,Gao2021
YdhB,ydeO,b1499,?,0,Gao2021
YfeD,dapF,b3809,?,0,Gao2021
YdhB,adhE,b1241,?,0,Gao2021
YdhB,dhaK,b1200,?,0,Gao2021
YdhB,ssuE,b0937,?,0,Gao2021
YdhB,entS,b0591,?,0,Gao2021
YdcR,yjhF,b4296,?,0,Gao2021
YfeD,yjhF,b4296,?,0,Gao2021
YfeD,cadB,b4132,?,0,Gao2021
YfeD,ppc,b3956,?,0,Gao2021
YfeD,fdoG,b3894,?,0,Gao2021
YfeD,bipA,b3871,?,0,Gao2021
YdcR,atpI,b3739,?,0,Gao2021
YqhC,tsaC,b3282,?,0,Gao2021
YqhC,uxaC,b3092,?,0,Gao2021
YbaQ,allC,b0516,?,0,Gao2021
YbaQ,pbpG,b2134,?,0,Gao2021
YbaQ,otsA,b1896,?,0,Gao2021
YbaQ,rsxB,b1628,?,0,Gao2021
YbaQ,rhsE,b1456,?,0,Gao2021
YbaQ,phoQ,b1129,?,0,Gao2021
YbaQ,putA,b1014,?,0,Gao2021
YbaQ,yccF,b0961,?,0,Gao2021
YbaQ,ybjP,b0865,?,0,Gao2021
YbaQ,potE,b0692,?,0,Gao2021
YbaQ,entF,b0586,?,0,Gao2021
YbaQ,rhsD,b0497,?,0,Gao2021
YbaQ,yfeN,b2408,?,0,Gao2021
YbaQ,gsk,b0477,?,0,Gao2021
YbaQ,ampG,b0433,?,0,Gao2021
YbaQ,yraJ,b3144,?,0,Gao2021
YbaQ,aaeA,b3241,?,0,Gao2021
YbaQ,trpS,b3384,?,0,Gao2021
YbaQ,rhsB,b3482,?,0,Gao2021
YddM,tsr,b4355,?,0,Gao2021
YddM,treC,b4239,?,0,Gao2021
YddM,ytfP,b4222,?,0,Gao2021
YddM,ytfL,b4218,?,0,Gao2021
YbaQ,,b2228,?,0,Gao2021
YbaQ,pdxK,b2418,?,0,Gao2021
YddM,yhhM,b3467,?,0,Gao2021
YdcI,ddlA,b0381,?,0,Gao2021
YdcI,yojI,b2211,?,0,Gao2021
YdcI,yobA,b1841,?,0,Gao2021
YdcI,yobF,b1824,?,0,Gao2021
YdcI,dtpA,b1634,?,0,Gao2021
YdcI,trkG,b1363,?,0,Gao2021
YdcI,wrbA,b1004,?,0,Gao2021
YdcI,ybhI,b0770,?,0,Gao2021
YdcI,sdhC,b0721,?,0,Gao2021
YdcI,gltA,b0720,?,0,Gao2021
YdcI,tomB,b0461,?,0,Gao2021
YdcI,nhaA,b0019,?,0,Gao2021
YbaQ,nadB,b2574,?,0,Gao2021
YafC,dinG,b0799,?,0,Gao2021
YafC,yafC,b0208,?,0,Gao2021
YddM,yjjJ,b4385,?,0,Gao2021
YbaQ,mug,b3068,?,0,Gao2021
YbaQ,glnE,b3053,?,0,Gao2021
YbaQ,hybB,b2995,?,0,Gao2021
YbaQ,yggP,b4465,?,0,Gao2021
YbaQ,bglA,b2901,?,0,Gao2021
YbaQ,ygcN,b2766,?,0,Gao2021
YbaQ,fhlA,b2731,?,0,Gao2021
YddM,pflC,b3952,?,0,Gao2021
YddM,lysS,b2890,?,0,Gao2021
YdhB,secG,b3175,?,0,Gao2021
YdhB,treR,b4241,?,0,Gao2021
YqhC,pykA,b1854,?,0,Gao2021
YqhC,uxaB,b1521,?,0,Gao2021
YqhC,elfA,b0938,?,0,Gao2021
YqhC,ssuE,b0937,?,0,Gao2021
YqhC,focA,b0904,?,0,Gao2021
YqhC,moeB,b0826,?,0,Gao2021
YqhC,coaE,b0103,?,0,Gao2021
YqhC,mraZ,b0081,?,0,Gao2021
YdhB,fimE,b4313,?,0,Gao2021
YdhB,yjhV,b4286,?,0,Gao2021
YdhB,frwB,b3950,?,0,Gao2021
YqhC,xseA,b2509,?,0,Gao2021
YdhB,fieF,b3915,?,0,Gao2021
YdhB,yihQ,b3878,?,0,Gao2021
YdhB,mdtL,b3710,?,0,Gao2021
YdhB,cspA,b3556,?,0,Gao2021
YdhB,yhjX,b3547,?,0,Gao2021
YdhB,,b3489,?,0,Gao2021
YdhB,ppiA,b3363,?,0,Gao2021
YdhB,rpsJ,b3321,?,0,Gao2021
YdhB,ibaG,b3190,?,0,Gao2021
YqhC,tsaD,b3064,?,0,Gao2021
YqhC,yeiQ,b2172,?,0,Gao2021
YqhC,yqhC,b3010,?,0,Gao2021
YddM,ygdB,b2824,?,0,Gao2021
YbaO,cyuA,b4470,?,0,Gao2021
YddM,gshA,b2688,?,0,Gao2021
YddM,gabP,b2663,?,0,Gao2021
YddM,rcsC,b2218,?,0,Gao2021
YddM,yddM,b1477,?,0,Gao2021
YbaQ,mhpR,b0346,?,0,Gao2021
YddM,feaB,b1385,?,0,Gao2021
YddM,ybhD,b0768,?,0,Gao2021
YddM,ybhH,b0769,?,0,Gao2021
YddM,lptE,b0641,?,0,Gao2021
YddM,yadL,b0137,?,0,Gao2021
YbaO,cyuP,b3110,?,0,Gao2021
YbaO,decR,b0447,?,0,Gao2021
YbaQ,yjjG,b4374,?,0,Gao2021
YbaQ,amiB,b4169,?,0,Gao2021
YbaQ,ecnB,b4411,?,0,Gao2021
YbaQ,yidC,b3705,?,0,Gao2021
YbaQ,rhsA,b3593,?,0,Gao2021
YddM,dadA,b1189,?,0,Gao2021
YihL,yihL,b3872,?,0,Gao2021
YihL,polA,b3863,?,0,Gao2021
YihL,rimP,b3170,?,0,Gao2021
YneJ,yihR,b3879,?,0,Gao2021
YneJ,gltS,b3653,?,0,Gao2021
YneJ,grcA,b2579,?,0,Gao2021
RpoN,glmY,b4441,+,0,RegulonDB_sigma
RpoH,rrsH,b0201,+,0,RegulonDB_sigma
RpoH,yfjV,b2641,+,0,RegulonDB_sigma
RpoH,yafU,b0218,+,0,RegulonDB_sigma
RpoH,thrV,b3273,+,0,RegulonDB_sigma
RpoH,sdsR,b4433,+,0,RegulonDB_sigma
YneJ,sad,b1525,?,0,Gao2021
YeaM,aslB,b3800,?,0,Gao2021
YeaM,dhaK,b1200,?,0,Gao2021
YbdO,dnaT,b4362,?,0,Gao2021
YbdO,ygiL,b3043,?,0,Gao2021
YbdO,ybgD,b0719,?,0,Gao2021
YbdO,ybdO,b0603,?,0,Gao2021
YjhI,yjhH,b4298,?,0,Gao2021
YjhI,yihQ,b3878,?,0,Gao2021
YjhI,yhhX,b3440,?,0,Gao2021
YjhI,yhcC,b3211,?,0,Gao2021
YjhI,glrK,b2556,?,0,Gao2021
YciT,fhuF,b4367,?,0,Gao2021
YeaM,yqcC,b2792,?,0,Gao2021
YihW,ansP,b1453,?,0,Gao2021
YihW,yafO,b0233,?,0,Gao2021
YbcM,yhiS,b3504,?,0,Gao2021
YbcM,ubiT,b3157,?,0,Gao2021
YbcM,uxaC,b3092,?,0,Gao2021
YbcM,yggR,b2950,?,0,Gao2021
YbcM,csrB,b4408,?,0,Gao2021
YbcM,yffS,b2450,?,0,Gao2021
YbcM,yffQ,b2448,?,0,Gao2021
YbcM,ucpA,b2426,?,0,Gao2021
YeaM,nimR,b1790,?,0,Gao2021
YfiE,dhaR,b1201,?,0,Gao2021
YbcM,uxaB,b1521,?,0,Gao2021
YcfQ,uxuA,b4322,?,0,Gao2021
YneJ,cyoA,b0432,?,0,Gao2021
YneJ,coaE,b0103,?,0,Gao2021
YihW,yihV,b3883,?,0,Gao2021
YihW,rplC,b3320,?,0,Gao2021
YihW,yhcC,b3211,?,0,Gao2021
YihW,rpsP,b2609,?,0,Gao2021
YdiP,uxaB,b1521,?,0,Gao2021
YdiP,secG,b3175,?,0,Gao2021
YdiP,cspA,b3556,?,0,Gao2021
YdiP,yihQ,b3878,?,0,Gao2021
YcfQ,metR,b3828,?,0,Gao2021
YihW,glpA,b2241,?,0,Gao2021
YcfQ,gadW,b3515,?,0,Gao2021
YbeF,yihQ,b3878,?,0,Gao2021
YbeF,rseA,b2572,?,0,Gao2021
YbeF,moeB,b0826,?,0,Gao2021
YahB,yhcC,b3211,?,0,Gao2021
YahB,deaD,b3162,?,0,Gao2021
YahB,tsaD,b3064,?,0,Gao2021
YfiE,mdtL,b3710,?,0,Gao2021
YfiE,yfiE,b2577,?,0,Gao2021
YfiE,yffQ,b2448,?,0,Gao2021
YbcM,lrhA,b2289,?,0,Gao2021
YbcM,ybcL,b0545,?,0,Gao2021
YedW,uxuA,b4322,?,0,Gao2021
YiaU,deoA,b4382,?,0,Gao2021
YiaU,yjiT,b4342,?,0,Gao2021
YiaU,mgtA,b4242,?,0,Gao2021
YihW,ssuE,b0937,?,0,Gao2021
YiaU,yieH,b3715,?,0,Gao2021
YiaU,cspA,b3556,?,0,Gao2021
YiaU,gltB,b3212,?,0,Gao2021
YiaU,yhcC,b3211,?,0,Gao2021
YiaU,guaC,b0104,?,0,Gao2021
YedW,deoB,b4383,?,0,Gao2021
YedW,treR,b4241,?,0,Gao2021
YhjC,rplC,b3320,?,0,Gao2021
YedW,proP,b4111,?,0,Gao2021
YedW,rplC,b3320,?,0,Gao2021
YedW,yhcC,b3211,?,0,Gao2021
YedW,uxaC,b3092,?,0,Gao2021
omrA,actP,b4067,-,0,RegulonDB_sRNA
YhjC,yhcC,b3211,?,0,Gao2021
YhjC,yhhX,b3440,?,0,Gao2021
YbcM,mdlA,b0448,?,0,Gao2021
YebK,rpsP,b2609,?,0,Gao2021
YebK,purA,b4177,?,0,Gao2021
YebK,proP,b4111,?,0,Gao2021
YebK,metR,b3828,?,0,Gao2021
YebK,insJ,b3557,?,0,Gao2021
YebK,rplC,b3320,?,0,Gao2021
YebK,gltB,b3212,?,0,Gao2021
YebK,deaD,b3162,?,0,Gao2021
YebK,uxaC,b3092,?,0,Gao2021
YebK,tsaD,b3064,?,0,Gao2021
YebK,ffh,b2610,?,0,Gao2021
YebK,glrK,b2556,?,0,Gao2021
YhjC,yhjC,b3521,?,0,Gao2021
YebK,xseA,b2509,?,0,Gao2021
YedW,lpp,b1677,?,0,Gao2021
YedW,mepS,b2175,?,0,Gao2021
YedW,nrdH,b2673,?,0,Gao2021
YedW,tsaD,b3064,?,0,Gao2021
YhjC,treR,b4241,?,0,Gao2021
YhjC,purA,b4177,?,0,Gao2021
YhjC,proP,b4111,?,0,Gao2021
YhjC,polA,b3863,?,0,Gao2021
YhjC,yiaG,b3555,?,0,Gao2021
RpoD,valY,b2403,+,0,RegulonDB_sigma
RpoD,valX,b2402,+,0,RegulonDB_sigma
RpoD,valV,b1665,+,0,RegulonDB_sigma
RpoD,valU,b2401,+,0,RegulonDB_sigma
RpoD,valT,b0744,+,0,RegulonDB_sigma
RpoD,valW,b1666,+,0,RegulonDB_sigma
RpoD,ybbW,b0511,+,0,RegulonDB_sigma
RpoD,mgrR,b4698,+,0,RegulonDB_sigma
RpoD,metZ,b2814,+,0,RegulonDB_sigma
RpoD,metY,b3171,+,0,RegulonDB_sigma
RpoD,metW,b2815,+,0,RegulonDB_sigma
RpoD,metV,b2816,+,0,RegulonDB_sigma
RpoD,metU,b0666,+,0,RegulonDB_sigma
RpoD,zwf,b1852,+,0,RegulonDB_sigma
RpoD,rrlD,b3275,+,0,RegulonDB_sigma
RpoD,rrlC,b3758,+,0,RegulonDB_sigma
RpoD,rrlB,b3970,+,0,RegulonDB_sigma
RpoD,rplM,b3231,+,0,RegulonDB_sigma
RpoD,sibA,b4436,+,0,RegulonDB_sigma
RpoD,sgrS,b4577,+,0,RegulonDB_sigma
RpoD,serX,b1032,+,0,RegulonDB_sigma
RpoD,sdhX,b4764,+,0,RegulonDB_sigma
RpoD,serW,b0883,+,0,RegulonDB_sigma
RpoD,serV,b2695,+,0,RegulonDB_sigma
RpoD,serU,b1975,+,0,RegulonDB_sigma
RpoD,serT,b0971,+,0,RegulonDB_sigma
RpoD,sdsN,b4719,+,0,RegulonDB_sigma
RpoD,rnpB,b3123,+,0,RegulonDB_sigma
RpoD,rpsI,b3230,+,0,RegulonDB_sigma
RpoD,sibD,b4447,+,0,RegulonDB_sigma
RpoD,sibE,b4611,+,0,RegulonDB_sigma
RpoD,rrfE,b4010,+,0,RegulonDB_sigma
RpoD,rrlA,b3854,+,0,RegulonDB_sigma
RpoD,rrfH,b0205,+,0,RegulonDB_sigma
RpoD,rrfG,b2588,+,0,RegulonDB_sigma
RpoD,rrfF,b3272,+,0,RegulonDB_sigma
RpoD,rrfD,b3274,+,0,RegulonDB_sigma
RpoD,rrfC,b3759,+,0,RegulonDB_sigma
RpoD,rrfB,b3971,+,0,RegulonDB_sigma
RpoD,rrfA,b3855,+,0,RegulonDB_sigma
