,gene_id,database,kegg_id
14033,b1048,KEGG_module,-
14034,b1049,KEGG_module,-
14035,b1050,KEGG_module,-
14036,b1051,KEGG_module,-
14037,b1053,KEGG_module,-
14038,b1054,KEGG_module,M00060
14039,b1055,KEGG_module,-
14040,b1056,KEGG_module,-
14041,b1057,KEGG_module,-
14042,b1058,KEGG_module,-
14043,b1059,KEGG_module,-
14044,b1060,KEGG_module,-
14045,b1061,KEGG_module,-
14046,b1062,KEGG_module,M00051
14047,b1063,KEGG_module,-
14048,b1064,KEGG_module,-
14049,b1065,KEGG_module,-
14050,b1066,KEGG_module,-
14051,b1067,KEGG_module,-
14052,b1068,KEGG_module,-
14053,b1069,KEGG_module,-
14054,b1070,KEGG_module,-
14055,b1071,KEGG_module,-
14056,b1072,KEGG_module,-
14057,b1073,KEGG_module,-
14058,b1074,KEGG_module,-
14059,b1075,KEGG_module,-
14060,b1076,KEGG_module,-
14061,b1077,KEGG_module,-
14062,b1078,KEGG_module,-
14063,b1079,KEGG_module,-
14064,b1080,KEGG_module,-
14065,b1081,KEGG_module,-
14066,b1082,KEGG_module,-
14067,b1083,KEGG_module,-
14068,b1084,KEGG_module,M00394
14069,b1085,KEGG_module,-
14070,b1086,KEGG_module,-
14071,b1087,KEGG_module,-
14072,b1088,KEGG_module,-
14073,b1089,KEGG_module,M00178
14074,b1090,KEGG_module,M00089
14075,b1091,KEGG_module,M00082
14076,b1091,KEGG_module,M00083
14077,b1092,KEGG_module,M00082
14078,b1093,KEGG_module,M00083
14079,b1093,KEGG_module,M00572
14080,b1094,KEGG_module,-
14081,b1095,KEGG_module,M00083
14082,b1095,KEGG_module,M00572
14083,b1096,KEGG_module,-
14084,b1097,KEGG_module,-
14085,b1098,KEGG_module,M00053
14086,b1099,KEGG_module,M00260
14087,b1100,KEGG_module,-
14088,b1101,KEGG_module,M00265
14089,b1101,KEGG_module,M00267
14090,b1102,KEGG_module,-
14091,b1103,KEGG_module,-
14092,b1104,KEGG_module,-
14093,b1105,KEGG_module,-
14094,b1106,KEGG_module,-
14095,b1107,KEGG_module,M00628
14096,b1108,KEGG_module,-
14097,b1109,KEGG_module,-
14098,b1110,KEGG_module,-
14099,b1111,KEGG_module,-
14100,b1112,KEGG_module,-
14101,b1113,KEGG_module,-
14102,b1114,KEGG_module,-
14103,b1115,KEGG_module,-
14104,b1116,KEGG_module,M00255
14105,b1117,KEGG_module,M00255
14106,b1118,KEGG_module,M00255
14107,b1119,KEGG_module,M00001
14108,b1119,KEGG_module,M00549
14109,b1120,KEGG_module,-
14110,b1121,KEGG_module,-
14111,b1122,KEGG_module,-
14112,b1123,KEGG_module,M00299
14113,b1124,KEGG_module,M00299
14114,b1124,KEGG_module,M00300
14115,b1125,KEGG_module,M00299
14116,b1126,KEGG_module,M00193
14117,b1126,KEGG_module,M00299
14118,b1126,KEGG_module,M00300
14119,b1127,KEGG_module,-
14120,b1128,KEGG_module,-
14121,b1129,KEGG_module,M00444
14122,b1129,KEGG_module,M00709
14123,b1129,KEGG_module,M00721
14124,b1129,KEGG_module,M00723
14125,b1129,KEGG_module,M00724
14126,b1129,KEGG_module,M00744
14127,b1130,KEGG_module,M00444
14128,b1130,KEGG_module,M00709
14129,b1130,KEGG_module,M00721
14130,b1130,KEGG_module,M00723
14131,b1130,KEGG_module,M00724
14132,b1130,KEGG_module,M00744
14133,b1131,KEGG_module,M00048
14134,b1131,KEGG_module,M00049
14135,b1132,KEGG_module,-
14136,b1133,KEGG_module,-
14137,b1134,KEGG_module,-
14138,b1135,KEGG_module,-
14139,b1136,KEGG_module,M00009
14140,b1136,KEGG_module,M00010
14141,b1136,KEGG_module,M00173
14142,b1136,KEGG_module,M00740
14143,b1137,KEGG_module,-
14144,b1138,KEGG_module,-
14145,b1139,KEGG_module,-
14146,b1140,KEGG_module,-
14147,b1141,KEGG_module,-
14148,b1142,KEGG_module,-
14149,b1144,KEGG_module,-
14150,b1145,KEGG_module,-
14151,b1146,KEGG_module,-
14152,b1147,KEGG_module,-
14153,b1149,KEGG_module,-
14154,b1150,KEGG_module,-
14155,b1151,KEGG_module,-
14156,b1153,KEGG_module,-
14157,b1154,KEGG_module,-
14158,b1155,KEGG_module,-
14159,b1156,KEGG_module,-
14160,b1158,KEGG_module,-
14161,b1159,KEGG_module,-
14162,b1160,KEGG_module,-
14163,b1161,KEGG_module,-
14164,b1162,KEGG_module,-
14165,b1163,KEGG_module,-
14166,b1164,KEGG_module,-
14167,b1165,KEGG_module,-
14168,b1166,KEGG_module,-
14169,b1167,KEGG_module,-
14170,b1168,KEGG_module,-
14171,b1171,KEGG_module,-
14172,b1172,KEGG_module,-
14173,b4593,KEGG_module,-
14174,b1174,KEGG_module,-
14175,b1175,KEGG_module,-
14176,b1176,KEGG_module,-
14177,b1177,KEGG_module,-
14178,b1178,KEGG_module,-
14179,b1179,KEGG_module,-
14180,b1180,KEGG_module,-
14181,b1181,KEGG_module,-
14182,b1182,KEGG_module,-
14183,b1183,KEGG_module,-
14184,b1184,KEGG_module,-
14185,b1185,KEGG_module,-
14186,b1186,KEGG_module,-
14187,b1187,KEGG_module,-
14188,b1188,KEGG_module,-
14189,b1189,KEGG_module,-
14190,b1190,KEGG_module,-
14191,b1191,KEGG_module,-
14192,b1192,KEGG_module,-
14193,b1193,KEGG_module,-
14194,b1194,KEGG_module,-
14195,b1195,KEGG_module,-
14196,b1196,KEGG_module,-
14197,b1197,KEGG_module,-
14198,b1198,KEGG_module,-
14199,b1199,KEGG_module,-
14200,b1200,KEGG_module,-
14201,b1201,KEGG_module,-
14202,b1202,KEGG_module,-
14203,b1203,KEGG_module,-
14204,b1204,KEGG_module,-
14205,b1205,KEGG_module,-
14206,b1206,KEGG_module,-
14207,b1207,KEGG_module,M00005
14208,b1208,KEGG_module,M00096
14209,b1209,KEGG_module,-
14210,b1210,KEGG_module,M00121
14211,b1211,KEGG_module,-
14212,b1212,KEGG_module,-
14213,b1213,KEGG_module,-
14214,b1214,KEGG_module,-
14215,b1215,KEGG_module,M00063
14216,b4419,KEGG_module,-
14217,b4421,KEGG_module,-
14218,b4423,KEGG_module,-
14219,b1216,KEGG_module,-
14220,b1217,KEGG_module,-
14221,b1218,KEGG_module,-
14222,b1219,KEGG_module,-
14223,b1220,KEGG_module,-
14224,b1221,KEGG_module,M00471
14225,b1222,KEGG_module,M00471
14226,b1222,KEGG_module,M00472
14227,b1223,KEGG_module,M00615
14228,b1224,KEGG_module,M00529
14229,b1224,KEGG_module,M00530
14230,b1224,KEGG_module,M00804
14231,b1225,KEGG_module,M00529
14232,b1225,KEGG_module,M00530
14233,b1225,KEGG_module,M00804
14234,b1226,KEGG_module,-
14235,b1227,KEGG_module,M00529
14236,b1227,KEGG_module,M00530
14237,b1232,KEGG_module,-
14238,b1233,KEGG_module,-
14239,b1234,KEGG_module,-
14240,b1235,KEGG_module,-
14241,b1236,KEGG_module,M00129
14242,b1236,KEGG_module,M00361
14243,b1236,KEGG_module,M00362
14244,b1236,KEGG_module,M00549
14245,b1237,KEGG_module,-
14246,b1238,KEGG_module,-
14247,b1241,KEGG_module,-
14248,b1242,KEGG_module,-
14249,b4711,KEGG_module,-
14250,b1243,KEGG_module,M00439
14251,b1244,KEGG_module,M00439
14252,b1245,KEGG_module,M00439
14253,b1246,KEGG_module,M00239
14254,b1246,KEGG_module,M00324
14255,b1246,KEGG_module,M00439
14256,b1247,KEGG_module,M00324
14257,b1247,KEGG_module,M00439
14258,b1248,KEGG_module,-
14259,b1249,KEGG_module,-
14260,b4595,KEGG_module,-
14261,b1250,KEGG_module,-
14262,b1251,KEGG_module,-
14263,b1252,KEGG_module,-
14264,b1253,KEGG_module,-
14265,b1254,KEGG_module,-
14266,b1255,KEGG_module,-
14267,b1256,KEGG_module,-
14268,b1257,KEGG_module,-
14269,b1258,KEGG_module,-
14270,b1259,KEGG_module,-
14271,b1260,KEGG_module,M00023
14272,b1261,KEGG_module,M00023
14273,b1262,KEGG_module,M00023
14274,b1263,KEGG_module,M00023
14275,b1264,KEGG_module,M00023
14276,b1266,KEGG_module,-
14277,b1267,KEGG_module,-
14278,b1268,KEGG_module,-
14279,b1269,KEGG_module,-
14280,b1270,KEGG_module,M00122
14281,b1271,KEGG_module,-
14282,b1272,KEGG_module,-
14283,b1273,KEGG_module,-
14284,b1274,KEGG_module,-
14285,b1275,KEGG_module,-
14286,b4522,KEGG_module,-
14287,b4523,KEGG_module,-
14288,b1276,KEGG_module,M00009
14289,b1276,KEGG_module,M00010
14290,b1276,KEGG_module,M00012
14291,b1276,KEGG_module,M00173
14292,b1276,KEGG_module,M00740
14293,b1277,KEGG_module,M00125
14294,b1278,KEGG_module,-
14295,b1279,KEGG_module,-
14296,b1280,KEGG_module,-
14297,b1281,KEGG_module,M00051
14298,b1282,KEGG_module,-
14299,b1283,KEGG_module,-
14300,b1284,KEGG_module,-
14301,b4596,KEGG_module,-
14302,b1285,KEGG_module,-
14303,b1286,KEGG_module,-
14304,b1287,KEGG_module,-
14305,b1288,KEGG_module,M00083
14306,b1288,KEGG_module,M00572
14307,b1289,KEGG_module,-
14308,b1290,KEGG_module,M00239
14309,b1290,KEGG_module,M00348
14310,b1290,KEGG_module,M00349
14311,b1290,KEGG_module,M00739
14312,b1291,KEGG_module,M00239
14313,b1291,KEGG_module,M00348
14314,b1291,KEGG_module,M00349
14315,b1291,KEGG_module,M00739
14316,b1292,KEGG_module,M00739
14317,b1293,KEGG_module,M00739
14318,b1294,KEGG_module,M00739
14319,b1295,KEGG_module,-
14320,b1296,KEGG_module,-
14321,b1297,KEGG_module,M00136
14322,b1298,KEGG_module,M00136
14323,b1299,KEGG_module,-
14324,b1300,KEGG_module,M00135
14325,b1300,KEGG_module,M00136
14326,b1301,KEGG_module,M00136
14327,b1302,KEGG_module,M00027
14328,b1303,KEGG_module,-
14329,b1304,KEGG_module,-
14330,b1305,KEGG_module,-
14331,b1306,KEGG_module,-
14332,b1307,KEGG_module,-
14333,b1308,KEGG_module,-
14334,b1309,KEGG_module,-
14335,b1310,KEGG_module,M00207
14336,b1311,KEGG_module,M00207
14337,b1312,KEGG_module,M00207
14338,b1313,KEGG_module,-
14339,b1314,KEGG_module,-
14340,b1315,KEGG_module,-
14341,b1316,KEGG_module,-
14342,b1317,KEGG_module,-
14343,b1319,KEGG_module,-
14344,b1320,KEGG_module,-
14345,b1321,KEGG_module,-
14346,b1322,KEGG_module,-
14347,b1323,KEGG_module,-
14348,b1324,KEGG_module,-
14349,b1325,KEGG_module,M00568
14350,b1326,KEGG_module,-
14351,b4525,KEGG_module,-
14352,b1327,KEGG_module,-
14353,b1328,KEGG_module,-
14354,b1329,KEGG_module,M00439
14355,b1330,KEGG_module,-
14356,b1331,KEGG_module,-
14357,b1332,KEGG_module,-
14358,b1333,KEGG_module,-
14359,b1334,KEGG_module,-
14360,b1335,KEGG_module,-
14361,b1336,KEGG_module,-
14362,b1337,KEGG_module,-
14363,b1338,KEGG_module,-
14364,b1339,KEGG_module,-
14365,b1340,KEGG_module,-
14366,b1341,KEGG_module,-
14367,b1342,KEGG_module,-
14368,b1343,KEGG_module,-
14369,b1344,KEGG_module,-
14370,b1345,KEGG_module,-
14371,b1346,KEGG_module,-
14372,b1347,KEGG_module,-
14373,b1348,KEGG_module,-
14374,b1349,KEGG_module,-
14375,b1350,KEGG_module,-
14376,b1351,KEGG_module,-
14377,b4526,KEGG_module,-
14378,b1352,KEGG_module,-
14379,b4527,KEGG_module,-
14380,b1355,KEGG_module,-
14381,b1356,KEGG_module,-
14382,b1357,KEGG_module,-
14383,b1358,KEGG_module,-
14384,b1359,KEGG_module,-
14385,b1360,KEGG_module,-
14386,b1361,KEGG_module,-
14387,b4528,KEGG_module,-
14388,b1363,KEGG_module,-
14389,b1365,KEGG_module,-
14390,b1366,KEGG_module,-
14391,b1368,KEGG_module,-
14392,b4570,KEGG_module,-
14393,b1370,KEGG_module,-
14394,b1372,KEGG_module,-
14395,b1373,KEGG_module,-
14396,b1374,KEGG_module,-
14397,b1375,KEGG_module,-
14398,b1376,KEGG_module,-
14399,b1377,KEGG_module,M00746
14400,b1378,KEGG_module,M00173
14401,b1378,KEGG_module,M00307
14402,b4529,KEGG_module,-
14403,b1379,KEGG_module,-
14404,b1380,KEGG_module,-
14405,b1381,KEGG_module,-
14406,b1382,KEGG_module,-
14407,b1383,KEGG_module,-
14408,b1384,KEGG_module,-
14409,b1385,KEGG_module,-
14410,b1386,KEGG_module,-
14411,b1387,KEGG_module,-
14412,b1388,KEGG_module,-
14413,b1389,KEGG_module,-
14414,b1390,KEGG_module,-
14415,b1391,KEGG_module,-
14416,b1392,KEGG_module,-
14417,b1393,KEGG_module,M00032
14418,b1393,KEGG_module,M00087
14419,b1394,KEGG_module,-
14420,b1395,KEGG_module,-
14421,b1396,KEGG_module,-
14422,b1397,KEGG_module,M00087
14423,b1397,KEGG_module,M00088
14424,b1397,KEGG_module,M00095
14425,b1397,KEGG_module,M00113
14426,b1397,KEGG_module,M00373
14427,b1397,KEGG_module,M00374
14428,b1397,KEGG_module,M00375
14429,b1398,KEGG_module,-
14430,b1399,KEGG_module,-
14431,b1400,KEGG_module,-
14432,b4492,KEGG_module,-
14433,b1402,KEGG_module,-
14434,b1403,KEGG_module,-
14435,b1404,KEGG_module,-
14436,b1406,KEGG_module,-
14437,b1407,KEGG_module,-
14438,b1408,KEGG_module,-
14439,b1409,KEGG_module,M00093
14440,b1410,KEGG_module,-
14441,b1411,KEGG_module,-
14442,b1412,KEGG_module,-
14443,b1413,KEGG_module,-
14444,b1414,KEGG_module,-
14445,b1415,KEGG_module,-
14446,b1418,KEGG_module,-
14447,b1419,KEGG_module,-
14448,b4428,KEGG_module,-
14449,b1421,KEGG_module,-
14450,b1422,KEGG_module,-
14451,b1423,KEGG_module,-
14452,b1424,KEGG_module,-
14453,b1426,KEGG_module,-
14454,b1427,KEGG_module,-
14455,b1428,KEGG_module,-
14456,b1429,KEGG_module,-
14457,b1430,KEGG_module,-
14458,b1431,KEGG_module,-
14459,b1432,KEGG_module,-
14460,b1433,KEGG_module,-
14461,b1434,KEGG_module,-
14462,b1435,KEGG_module,-
14463,b1436,KEGG_module,-
14464,b4532,KEGG_module,-
14465,b1438,KEGG_module,-
14466,b1439,KEGG_module,-
14467,b1440,KEGG_module,M00193
14468,b1441,KEGG_module,M00193
14469,b1441,KEGG_module,M00299
14470,b1441,KEGG_module,M00300
14471,b1442,KEGG_module,M00193
14472,b1443,KEGG_module,M00193
14473,b1444,KEGG_module,-
14474,b1445,KEGG_module,-
14475,b1446,KEGG_module,-
14476,b1447,KEGG_module,-
14477,b1448,KEGG_module,-
14478,b1449,KEGG_module,-
14479,b1450,KEGG_module,-
14480,b1451,KEGG_module,-
14481,b1452,KEGG_module,-
14482,b1453,KEGG_module,-
14483,b1454,KEGG_module,-
14484,b1460,KEGG_module,-
14485,b1461,KEGG_module,M00569
14486,b1462,KEGG_module,-
14487,b1463,KEGG_module,-
14488,b1464,KEGG_module,-
14489,b1465,KEGG_module,M00529
14490,b1465,KEGG_module,M00530
14491,b1466,KEGG_module,-
14492,b1467,KEGG_module,M00529
14493,b1467,KEGG_module,M00530
14494,b1467,KEGG_module,M00804
14495,b1468,KEGG_module,M00529
14496,b1468,KEGG_module,M00530
14497,b1468,KEGG_module,M00804
14498,b1469,KEGG_module,M00615
14499,b1471,KEGG_module,-
14500,b1472,KEGG_module,M00746
14501,b1473,KEGG_module,-
14502,b1474,KEGG_module,-
14503,b1475,KEGG_module,-
14504,b1476,KEGG_module,-
14505,b1477,KEGG_module,-
14506,b1478,KEGG_module,-
14507,b1479,KEGG_module,M00169
14508,b1479,KEGG_module,M00172
14509,b1480,KEGG_module,-
14510,b1481,KEGG_module,-
14511,b1482,KEGG_module,-
14512,b1483,KEGG_module,M00239
14513,b1484,KEGG_module,M00239
14514,b1484,KEGG_module,M00324
14515,b1484,KEGG_module,M00439
14516,b1485,KEGG_module,M00239
14517,b1486,KEGG_module,M00239
14518,b1487,KEGG_module,M00239
14519,b1488,KEGG_module,M00651
14520,b1489,KEGG_module,-
14521,b1490,KEGG_module,-
14522,b1491,KEGG_module,-
14523,b1492,KEGG_module,-
14524,b1493,KEGG_module,M00027
14525,b1494,KEGG_module,-
14526,b1495,KEGG_module,-
14527,b1496,KEGG_module,-
14528,b1497,KEGG_module,-
14529,b1498,KEGG_module,-
14530,b1499,KEGG_module,-
14531,b1501,KEGG_module,-
14532,b1502,KEGG_module,-
14533,b1503,KEGG_module,-
14534,b1504,KEGG_module,-
14535,b1505,KEGG_module,-
14536,b1507,KEGG_module,-
14537,b1508,KEGG_module,-
14538,b1511,KEGG_module,M00014
14539,b1512,KEGG_module,-
14540,b1513,KEGG_module,M00219
14541,b1514,KEGG_module,M00219
14542,b1515,KEGG_module,M00219
14543,b1516,KEGG_module,M00219
14544,b1517,KEGG_module,M00001
14545,b1517,KEGG_module,M00003
14546,b1518,KEGG_module,-
14547,b1519,KEGG_module,-
14548,b1520,KEGG_module,-
14549,b1521,KEGG_module,M00061
14550,b1521,KEGG_module,M00631
14551,b1522,KEGG_module,-
14552,b1523,KEGG_module,-
14553,b1524,KEGG_module,-
14554,b1525,KEGG_module,M00027
14555,b1526,KEGG_module,-
14556,b1527,KEGG_module,-
14557,b1528,KEGG_module,-
14558,b1529,KEGG_module,-
14559,b1530,KEGG_module,-
14560,b1531,KEGG_module,M00647
14561,b1531,KEGG_module,M00746
14562,b1532,KEGG_module,-
14563,b1533,KEGG_module,-
14564,b1534,KEGG_module,-
14565,b4599,KEGG_module,-
14566,b1535,KEGG_module,-
14567,b1536,KEGG_module,-
14568,b1537,KEGG_module,-
14569,b1538,KEGG_module,-
14570,b1539,KEGG_module,-
14571,b1540,KEGG_module,-
14572,b1541,KEGG_module,-
14573,b1542,KEGG_module,M00061
14574,b1543,KEGG_module,-
14575,b1544,KEGG_module,-
14576,b1545,KEGG_module,-
14577,b1546,KEGG_module,-
14578,b1547,KEGG_module,-
14579,b1548,KEGG_module,-
14580,b4533,KEGG_module,-
14581,b1549,KEGG_module,-
14582,b1550,KEGG_module,-
14583,b1551,KEGG_module,-
14584,b4724,KEGG_module,-
14585,b1552,KEGG_module,-
14586,b1553,KEGG_module,-
14587,b4689,KEGG_module,-
14588,b1554,KEGG_module,-
14589,b1555,KEGG_module,-
14590,b1556,KEGG_module,-
14591,b1557,KEGG_module,-
14592,b1558,KEGG_module,-
14593,b1559,KEGG_module,-
14594,b1560,KEGG_module,-
14595,b1561,KEGG_module,-
14596,b1562,KEGG_module,-
14597,b1563,KEGG_module,-
14598,b1564,KEGG_module,-
14599,b1567,KEGG_module,-
14600,b1568,KEGG_module,-
14601,b1569,KEGG_module,-
14602,b1570,KEGG_module,-
14603,b1571,KEGG_module,-
14604,b1572,KEGG_module,-
14605,b1573,KEGG_module,-
14606,b1575,KEGG_module,-
14607,b1576,KEGG_module,-
14608,b4534,KEGG_module,M00715
14609,b1580,KEGG_module,-
14610,b1581,KEGG_module,M00061
14611,b1582,KEGG_module,-
14612,b1583,KEGG_module,-
14613,b1584,KEGG_module,M00135
14614,b1585,KEGG_module,-
14615,b1586,KEGG_module,-
14616,b1587,KEGG_module,-
14617,b1588,KEGG_module,-
14618,b1589,KEGG_module,-
14619,b1590,KEGG_module,-
14620,b1591,KEGG_module,-
14621,b1592,KEGG_module,-
14622,b1593,KEGG_module,M00123
14623,b1593,KEGG_module,M00573
14624,b1593,KEGG_module,M00577
14625,b1594,KEGG_module,-
14626,b1595,KEGG_module,-
14627,b1596,KEGG_module,-
14628,b1597,KEGG_module,-
14629,b1598,KEGG_module,-
14630,b1599,KEGG_module,M00711
14631,b1600,KEGG_module,M00711
14632,b1601,KEGG_module,-
14633,b1602,KEGG_module,-
14634,b1603,KEGG_module,-
14635,b1604,KEGG_module,-
14636,b1605,KEGG_module,-
14637,b1606,KEGG_module,-
14638,b1607,KEGG_module,-
14639,b1608,KEGG_module,M00446
14640,b1609,KEGG_module,M00446
14641,b1610,KEGG_module,-
14642,b1611,KEGG_module,M00009
14643,b1611,KEGG_module,M00011
14644,b1611,KEGG_module,M00173
14645,b1611,KEGG_module,M00376
14646,b1612,KEGG_module,M00009
14647,b1612,KEGG_module,M00011
14648,b1612,KEGG_module,M00173
14649,b1612,KEGG_module,M00374
14650,b1613,KEGG_module,M00114
14651,b1614,KEGG_module,-
14652,b1615,KEGG_module,-
14653,b1616,KEGG_module,-
14654,b1617,KEGG_module,M00014
14655,b1617,KEGG_module,M00076
14656,b1617,KEGG_module,M00077
14657,b1617,KEGG_module,M00078
14658,b1617,KEGG_module,M00129
14659,b1618,KEGG_module,-
14660,b1619,KEGG_module,-
14661,b1620,KEGG_module,-
14662,b1621,KEGG_module,M00266
14663,b1622,KEGG_module,-
14664,b1623,KEGG_module,-
14665,b1624,KEGG_module,-
14666,b4409,KEGG_module,-
14667,b1625,KEGG_module,-
14668,b1626,KEGG_module,-
14669,b1627,KEGG_module,-
14670,b1628,KEGG_module,-
14671,b1629,KEGG_module,-
14672,b1630,KEGG_module,-
14673,b1631,KEGG_module,-
14674,b1632,KEGG_module,-
14675,b1633,KEGG_module,-
14676,b1634,KEGG_module,-
14677,b1635,KEGG_module,-
14678,b1636,KEGG_module,-
14679,b1637,KEGG_module,M00359
14680,b1637,KEGG_module,M00360
14681,b1638,KEGG_module,M00124
14682,b1639,KEGG_module,-
14683,b1640,KEGG_module,-
14684,b1641,KEGG_module,-
14685,b1642,KEGG_module,-
14686,b1643,KEGG_module,-
14687,b1644,KEGG_module,-
14688,b1645,KEGG_module,-
14689,b1646,KEGG_module,-
14690,b1647,KEGG_module,-
14691,b1648,KEGG_module,-
14692,b1649,KEGG_module,-
14693,b1650,KEGG_module,-
14694,b1651,KEGG_module,-
14695,b1652,KEGG_module,-
14696,b1653,KEGG_module,-
14697,b1654,KEGG_module,-
14698,b1655,KEGG_module,-
14699,b1656,KEGG_module,-
14700,b1657,KEGG_module,-
14701,b1658,KEGG_module,-
14702,b1659,KEGG_module,-
14703,b1660,KEGG_module,-
14704,b1661,KEGG_module,-
14705,b1662,KEGG_module,M00125
14706,b1663,KEGG_module,-
14707,b1664,KEGG_module,-
14708,b1667,KEGG_module,-
14709,b1668,KEGG_module,-
14710,b1669,KEGG_module,-
14711,b1670,KEGG_module,-
14712,b1671,KEGG_module,-
14713,b1672,KEGG_module,-
14714,b1673,KEGG_module,M00309
14715,b1674,KEGG_module,-
14716,b1675,KEGG_module,-
14717,b1676,KEGG_module,M00001
14718,b1676,KEGG_module,M00002
14719,b1676,KEGG_module,M00049
14720,b1676,KEGG_module,M00050
14721,b1677,KEGG_module,-
14722,b1678,KEGG_module,-
14723,b1679,KEGG_module,-
14724,b1680,KEGG_module,-
14725,b1681,KEGG_module,-
14726,b1682,KEGG_module,-
14727,b1683,KEGG_module,-
14728,b1684,KEGG_module,-
14729,b1685,KEGG_module,-
14730,b1686,KEGG_module,M00116
14731,b1687,KEGG_module,-
14732,b1688,KEGG_module,-
14733,b1689,KEGG_module,-
14734,b1690,KEGG_module,-
14735,b1691,KEGG_module,-
14736,b1692,KEGG_module,M00022
14737,b1693,KEGG_module,M00022
14738,b1694,KEGG_module,-
14739,b1695,KEGG_module,M00013
14740,b1695,KEGG_module,M00036
14741,b1695,KEGG_module,M00087
14742,b1695,KEGG_module,M00540
14743,b1696,KEGG_module,-
14744,b1697,KEGG_module,-
14745,b1698,KEGG_module,-
14746,b1699,KEGG_module,-
14747,b1700,KEGG_module,-
14748,b1701,KEGG_module,M00540
14749,b1702,KEGG_module,M00173
14750,b1702,KEGG_module,M00374
14751,b1703,KEGG_module,-
14752,b1704,KEGG_module,M00022
14753,b1705,KEGG_module,-
14754,b1706,KEGG_module,-
14755,b1707,KEGG_module,-
14756,b1708,KEGG_module,-
14757,b1709,KEGG_module,M00241
14758,b1710,KEGG_module,-
14759,b1711,KEGG_module,M00241
14760,b1712,KEGG_module,-
14761,b1713,KEGG_module,M00359
14762,b1713,KEGG_module,M00360
14763,b1714,KEGG_module,M00359
14764,b1714,KEGG_module,M00360
14765,b1716,KEGG_module,M00178
14766,b1717,KEGG_module,M00178
14767,b1718,KEGG_module,-
14768,b1719,KEGG_module,M00359
14769,b1719,KEGG_module,M00360
14770,b4535,KEGG_module,-
14771,b1722,KEGG_module,-
14772,b1723,KEGG_module,M00001
14773,b1723,KEGG_module,M00345
14774,b1724,KEGG_module,-
14775,b1725,KEGG_module,-
14776,b1726,KEGG_module,-
14777,b1727,KEGG_module,-
14778,b1728,KEGG_module,-
14779,b1729,KEGG_module,-
14780,b1730,KEGG_module,-
14781,b1731,KEGG_module,-
14782,b1732,KEGG_module,M00532
14783,b1733,KEGG_module,-
14784,b1734,KEGG_module,-
14785,b1735,KEGG_module,-
14786,b1736,KEGG_module,M00275
14787,b1737,KEGG_module,M00275
14788,b1738,KEGG_module,M00275
14789,b1739,KEGG_module,-
14790,b1740,KEGG_module,M00115
14791,b1741,KEGG_module,-
14792,b1742,KEGG_module,-
14793,b1743,KEGG_module,-
14794,b1744,KEGG_module,-
14795,b1745,KEGG_module,-
14796,b1746,KEGG_module,-
14797,b1747,KEGG_module,-
14798,b1748,KEGG_module,M00016
14799,b1748,KEGG_module,M00028
14800,b1748,KEGG_module,M00845
14801,b1749,KEGG_module,-
14802,b1750,KEGG_module,-
14803,b1751,KEGG_module,-
14804,b1752,KEGG_module,-
14805,b1753,KEGG_module,-
14806,b1754,KEGG_module,M00192
14807,b1755,KEGG_module,M00192
14808,b1756,KEGG_module,M00192
14809,b1757,KEGG_module,-
14810,b1758,KEGG_module,-
14811,b1759,KEGG_module,-
14812,b1760,KEGG_module,-
14813,b1761,KEGG_module,-
14814,b1762,KEGG_module,-
14815,b1763,KEGG_module,-
14816,b1764,KEGG_module,-
14817,b1765,KEGG_module,-
14818,b1766,KEGG_module,-
14819,b1767,KEGG_module,-
14820,b1768,KEGG_module,-
14821,b1769,KEGG_module,-
14822,b1770,KEGG_module,-
14823,b1771,KEGG_module,-
14824,b1772,KEGG_module,M00061
14825,b1772,KEGG_module,M00308
14826,b1772,KEGG_module,M00631
14827,b1773,KEGG_module,-
14828,b1774,KEGG_module,M00014
14829,b1775,KEGG_module,-
14830,b1776,KEGG_module,-
14831,b1777,KEGG_module,-
14832,b1778,KEGG_module,-
14833,b1779,KEGG_module,M00001
14834,b1779,KEGG_module,M00002
14835,b1779,KEGG_module,M00003
14836,b1779,KEGG_module,M00165
14837,b1779,KEGG_module,M00166
14838,b1779,KEGG_module,M00308
14839,b1779,KEGG_module,M00552
14840,b1780,KEGG_module,-
14841,b1781,KEGG_module,-
14842,b1782,KEGG_module,-
14843,b1783,KEGG_module,-
14844,b1784,KEGG_module,-
14845,b1785,KEGG_module,-
14846,b1786,KEGG_module,-
14847,b1787,KEGG_module,-
14848,b1789,KEGG_module,-
14849,b1790,KEGG_module,-
14850,b1791,KEGG_module,-
14851,b1792,KEGG_module,-
14852,b1793,KEGG_module,-
14853,b1794,KEGG_module,-
14854,b4676,KEGG_module,-
14855,b1795,KEGG_module,-
14856,b1796,KEGG_module,-
14857,b1797,KEGG_module,-
14858,b1798,KEGG_module,-
14859,b1799,KEGG_module,-
14860,b1800,KEGG_module,-
14861,b1801,KEGG_module,-
14862,b1802,KEGG_module,-
14863,b1803,KEGG_module,-
14864,b1804,KEGG_module,-
14865,b1805,KEGG_module,M00086
14866,b1806,KEGG_module,-
14867,b1807,KEGG_module,-
14868,b1808,KEGG_module,-
14869,b1809,KEGG_module,-
14870,b1810,KEGG_module,-
14871,b1811,KEGG_module,-
14872,b1812,KEGG_module,-
14873,b1813,KEGG_module,-
14874,b1814,KEGG_module,-
14875,b1815,KEGG_module,-
