,gene_id,database,kegg_id
6286,b2185,KEGG_pathway,map03010
6287,b2186,KEGG_pathway,-
6288,b2187,KEGG_pathway,-
6289,b2188,KEGG_pathway,-
6290,b2192,KEGG_pathway,-
6292,b2193,KEGG_pathway,map02020
6293,b2194,KEGG_pathway,-
6294,b2195,KEGG_pathway,-
6295,b2196,KEGG_pathway,-
6296,b2197,KEGG_pathway,-
6298,b2198,KEGG_pathway,map02010
6300,b2199,KEGG_pathway,map02010
6302,b2200,KEGG_pathway,map02010
6304,b2201,KEGG_pathway,map02010
6305,b2202,KEGG_pathway,-
6308,b2203,KEGG_pathway,map00910
6309,b2203,KEGG_pathway,map01120
6310,b2204,KEGG_pathway,-
6311,b2205,KEGG_pathway,-
6314,b2206,KEGG_pathway,map00910
6315,b2206,KEGG_pathway,map01120
6316,b2207,KEGG_pathway,-
6317,b2208,KEGG_pathway,-
6318,b2209,KEGG_pathway,-
6326,b2210,KEGG_pathway,map00020
6327,b2210,KEGG_pathway,map00620
6328,b2210,KEGG_pathway,map01100
6329,b2210,KEGG_pathway,map01110
6330,b2210,KEGG_pathway,map01120
6331,b2210,KEGG_pathway,map01130
6332,b2210,KEGG_pathway,map01200
6334,b2211,KEGG_pathway,map02010
6335,b2212,KEGG_pathway,-
6336,b2213,KEGG_pathway,-
6337,b2214,KEGG_pathway,-
6340,b2215,KEGG_pathway,map01501
6341,b2215,KEGG_pathway,map02020
6344,b2216,KEGG_pathway,map02020
6345,b2216,KEGG_pathway,map02026
6348,b2217,KEGG_pathway,map02020
6349,b2217,KEGG_pathway,map02026
6352,b2218,KEGG_pathway,map02020
6353,b2218,KEGG_pathway,map02026
6355,b2219,KEGG_pathway,map02020
6357,b2220,KEGG_pathway,map02020
6365,b2221,KEGG_pathway,map00310
6366,b2221,KEGG_pathway,map00627
6367,b2221,KEGG_pathway,map00640
6368,b2221,KEGG_pathway,map00650
6369,b2221,KEGG_pathway,map01100
6370,b2221,KEGG_pathway,map01120
6371,b2221,KEGG_pathway,map02020
6381,b2222,KEGG_pathway,map00072
6382,b2222,KEGG_pathway,map00280
6383,b2222,KEGG_pathway,map00310
6384,b2222,KEGG_pathway,map00627
6385,b2222,KEGG_pathway,map00640
6386,b2222,KEGG_pathway,map00650
6387,b2222,KEGG_pathway,map01100
6388,b2222,KEGG_pathway,map01120
6389,b2222,KEGG_pathway,map02020
6391,b2223,KEGG_pathway,map02020
6411,b2224,KEGG_pathway,map00071
6412,b2224,KEGG_pathway,map00072
6413,b2224,KEGG_pathway,map00280
6414,b2224,KEGG_pathway,map00310
6415,b2224,KEGG_pathway,map00362
6416,b2224,KEGG_pathway,map00380
6417,b2224,KEGG_pathway,map00620
6418,b2224,KEGG_pathway,map00630
6419,b2224,KEGG_pathway,map00640
6420,b2224,KEGG_pathway,map00650
6421,b2224,KEGG_pathway,map00720
6422,b2224,KEGG_pathway,map00900
6423,b2224,KEGG_pathway,map01100
6424,b2224,KEGG_pathway,map01110
6425,b2224,KEGG_pathway,map01120
6426,b2224,KEGG_pathway,map01130
6427,b2224,KEGG_pathway,map01200
6428,b2224,KEGG_pathway,map01212
6429,b2224,KEGG_pathway,map02020
6430,b2225,KEGG_pathway,-
6431,b2226,KEGG_pathway,-
6432,b2229,KEGG_pathway,-
6433,b2230,KEGG_pathway,-
6434,b2231,KEGG_pathway,-
6438,b2232,KEGG_pathway,map00130
6439,b2232,KEGG_pathway,map01100
6440,b2232,KEGG_pathway,map01110
6441,b2233,KEGG_pathway,-
6445,b2234,KEGG_pathway,map00230
6446,b2234,KEGG_pathway,map00240
6447,b2234,KEGG_pathway,map01100
6451,b2235,KEGG_pathway,map00230
6452,b2235,KEGG_pathway,map00240
6453,b2235,KEGG_pathway,map01100
6454,b2236,KEGG_pathway,-
6455,b2237,KEGG_pathway,-
6457,b2239,KEGG_pathway,map00564
6458,b2240,KEGG_pathway,-
6461,b2241,KEGG_pathway,map00564
6462,b2241,KEGG_pathway,map01110
6465,b2242,KEGG_pathway,map00564
6466,b2242,KEGG_pathway,map01110
6473,b2243,KEGG_pathway,map00564
6474,b2243,KEGG_pathway,map00630
6475,b2243,KEGG_pathway,map01100
6476,b2243,KEGG_pathway,map01110
6477,b2243,KEGG_pathway,map01120
6478,b2243,KEGG_pathway,map01130
6479,b2244,KEGG_pathway,-
6483,b2245,KEGG_pathway,map00051
6484,b2245,KEGG_pathway,map00350
6485,b2245,KEGG_pathway,map01120
6486,b2246,KEGG_pathway,-
6489,b2247,KEGG_pathway,map00051
6490,b2247,KEGG_pathway,map01120
6491,b2248,KEGG_pathway,-
6492,b2249,KEGG_pathway,-
6493,b2250,KEGG_pathway,-
6494,b2251,KEGG_pathway,-
6495,b2252,KEGG_pathway,-
6499,b2253,KEGG_pathway,map00520
6500,b2253,KEGG_pathway,map01503
6501,b2253,KEGG_pathway,map02020
6504,b2254,KEGG_pathway,map00520
6505,b2254,KEGG_pathway,map01503
6510,b2255,KEGG_pathway,map00052
6511,b2255,KEGG_pathway,map00520
6512,b2255,KEGG_pathway,map01100
6513,b2255,KEGG_pathway,map01503
6516,b2256,KEGG_pathway,map00520
6517,b2256,KEGG_pathway,map01503
6519,b2257,KEGG_pathway,map01503
6521,b4544,KEGG_pathway,map01503
6523,b2258,KEGG_pathway,map01503
6525,b2259,KEGG_pathway,map01503
6529,b2260,KEGG_pathway,map00130
6530,b2260,KEGG_pathway,map01100
6531,b2260,KEGG_pathway,map01110
6535,b2261,KEGG_pathway,map00130
6536,b2261,KEGG_pathway,map01100
6537,b2261,KEGG_pathway,map01110
6541,b2262,KEGG_pathway,map00130
6542,b2262,KEGG_pathway,map01100
6543,b2262,KEGG_pathway,map01110
6547,b2263,KEGG_pathway,map00130
6548,b2263,KEGG_pathway,map01100
6549,b2263,KEGG_pathway,map01110
6553,b2264,KEGG_pathway,map00130
6554,b2264,KEGG_pathway,map01100
6555,b2264,KEGG_pathway,map01110
6561,b2265,KEGG_pathway,map00130
6562,b2265,KEGG_pathway,map01053
6563,b2265,KEGG_pathway,map01100
6564,b2265,KEGG_pathway,map01110
6565,b2265,KEGG_pathway,map01130
6566,b2266,KEGG_pathway,-
6567,b2267,KEGG_pathway,-
6569,b2268,KEGG_pathway,map03013
6570,b2269,KEGG_pathway,-
6571,b2270,KEGG_pathway,-
6572,b2271,KEGG_pathway,-
6573,b2272,KEGG_pathway,-
6574,b2273,KEGG_pathway,-
6575,b2274,KEGG_pathway,-
6576,b2275,KEGG_pathway,-
6579,b2276,KEGG_pathway,map00190
6580,b2276,KEGG_pathway,map01100
6583,b2277,KEGG_pathway,map00190
6584,b2277,KEGG_pathway,map01100
6587,b2278,KEGG_pathway,map00190
6588,b2278,KEGG_pathway,map01100
6591,b2279,KEGG_pathway,map00190
6592,b2279,KEGG_pathway,map01100
6595,b2280,KEGG_pathway,map00190
6596,b2280,KEGG_pathway,map01100
6599,b2281,KEGG_pathway,map00190
6600,b2281,KEGG_pathway,map01100
6603,b2282,KEGG_pathway,map00190
6604,b2282,KEGG_pathway,map01100
6607,b2283,KEGG_pathway,map00190
6608,b2283,KEGG_pathway,map01100
6611,b2284,KEGG_pathway,map00190
6612,b2284,KEGG_pathway,map01100
6615,b2285,KEGG_pathway,map00190
6616,b2285,KEGG_pathway,map01100
6619,b2286,KEGG_pathway,map00190
6620,b2286,KEGG_pathway,map01100
6623,b2287,KEGG_pathway,map00190
6624,b2287,KEGG_pathway,map01100
6627,b2288,KEGG_pathway,map00190
6628,b2288,KEGG_pathway,map01100
6629,b2289,KEGG_pathway,-
6638,b2290,KEGG_pathway,map00220
6639,b2290,KEGG_pathway,map00250
6640,b2290,KEGG_pathway,map00290
6641,b2290,KEGG_pathway,map01100
6642,b2290,KEGG_pathway,map01110
6643,b2290,KEGG_pathway,map01130
6644,b2290,KEGG_pathway,map01210
6645,b2290,KEGG_pathway,map01230
6648,b2291,KEGG_pathway,map00240
6649,b2291,KEGG_pathway,map01100
6650,b2292,KEGG_pathway,-
6651,b2293,KEGG_pathway,-
6652,b2294,KEGG_pathway,-
6653,b2295,KEGG_pathway,-
6662,b2296,KEGG_pathway,map00430
6663,b2296,KEGG_pathway,map00620
6664,b2296,KEGG_pathway,map00640
6665,b2296,KEGG_pathway,map00680
6666,b2296,KEGG_pathway,map00720
6667,b2296,KEGG_pathway,map01100
6668,b2296,KEGG_pathway,map01120
6669,b2296,KEGG_pathway,map01200
6678,b2297,KEGG_pathway,map00430
6679,b2297,KEGG_pathway,map00620
6680,b2297,KEGG_pathway,map00640
6681,b2297,KEGG_pathway,map00680
6682,b2297,KEGG_pathway,map00720
6683,b2297,KEGG_pathway,map01100
6684,b2297,KEGG_pathway,map01120
6685,b2297,KEGG_pathway,map01200
6686,b2298,KEGG_pathway,-
6691,b2299,KEGG_pathway,map00900
6692,b2299,KEGG_pathway,map01100
6693,b2299,KEGG_pathway,map01110
6694,b2299,KEGG_pathway,map01130
6695,b2300,KEGG_pathway,-
6705,b2301,KEGG_pathway,map00480
6706,b2301,KEGG_pathway,map00980
6707,b2301,KEGG_pathway,map00982
6708,b2301,KEGG_pathway,map00983
6709,b2301,KEGG_pathway,map01524
6710,b2301,KEGG_pathway,map05200
6711,b2301,KEGG_pathway,map05204
6712,b2301,KEGG_pathway,map05225
6713,b2301,KEGG_pathway,map05418
6714,b2302,KEGG_pathway,-
6716,b2303,KEGG_pathway,map00790
6717,b2304,KEGG_pathway,-
6718,b2305,KEGG_pathway,-
6720,b2306,KEGG_pathway,map02010
6722,b2307,KEGG_pathway,map02010
6724,b2308,KEGG_pathway,map02010
6726,b2309,KEGG_pathway,map02010
6728,b2310,KEGG_pathway,map02010
6736,b2311,KEGG_pathway,map00130
6737,b2311,KEGG_pathway,map00627
6738,b2311,KEGG_pathway,map00940
6739,b2311,KEGG_pathway,map01100
6740,b2311,KEGG_pathway,map01110
6741,b2311,KEGG_pathway,map01120
6742,b2311,KEGG_pathway,map01220
6748,b2312,KEGG_pathway,map00230
6749,b2312,KEGG_pathway,map00250
6750,b2312,KEGG_pathway,map01100
6751,b2312,KEGG_pathway,map01110
6752,b2312,KEGG_pathway,map01130
6753,b2313,KEGG_pathway,-
6754,b2314,KEGG_pathway,-
6757,b2315,KEGG_pathway,map00790
6758,b2315,KEGG_pathway,map01100
6769,b2316,KEGG_pathway,map00061
6770,b2316,KEGG_pathway,map00620
6771,b2316,KEGG_pathway,map00640
6772,b2316,KEGG_pathway,map00720
6773,b2316,KEGG_pathway,map01100
6774,b2316,KEGG_pathway,map01110
6775,b2316,KEGG_pathway,map01120
6776,b2316,KEGG_pathway,map01130
6777,b2316,KEGG_pathway,map01200
6778,b2316,KEGG_pathway,map01212
6779,b2317,KEGG_pathway,-
6780,b2318,KEGG_pathway,-
6791,b2319,KEGG_pathway,map00260
6792,b2319,KEGG_pathway,map00261
6793,b2319,KEGG_pathway,map00270
6794,b2319,KEGG_pathway,map00300
6795,b2319,KEGG_pathway,map01100
6796,b2319,KEGG_pathway,map01110
6797,b2319,KEGG_pathway,map01120
6798,b2319,KEGG_pathway,map01130
6799,b2319,KEGG_pathway,map01210
6800,b2319,KEGG_pathway,map01230
6803,b2320,KEGG_pathway,map00750
6804,b2320,KEGG_pathway,map01100
6805,b2321,KEGG_pathway,-
6806,b2322,KEGG_pathway,-
6811,b2323,KEGG_pathway,map00061
6812,b2323,KEGG_pathway,map00780
6813,b2323,KEGG_pathway,map01100
6814,b2323,KEGG_pathway,map01212
6815,b2324,KEGG_pathway,-
6816,b2325,KEGG_pathway,-
6817,b2326,KEGG_pathway,-
6818,b2327,KEGG_pathway,-
6819,b2328,KEGG_pathway,-
6825,b2329,KEGG_pathway,map00400
6826,b2329,KEGG_pathway,map01100
6827,b2329,KEGG_pathway,map01110
6828,b2329,KEGG_pathway,map01130
6829,b2329,KEGG_pathway,map01230
6830,b2330,KEGG_pathway,-
6831,b2331,KEGG_pathway,-
6832,b2332,KEGG_pathway,-
6833,b2333,KEGG_pathway,-
6834,b2334,KEGG_pathway,-
6835,b2335,KEGG_pathway,-
6836,b2336,KEGG_pathway,-
6837,b2339,KEGG_pathway,-
6838,b2340,KEGG_pathway,-
6857,b2341,KEGG_pathway,map00071
6858,b2341,KEGG_pathway,map00280
6859,b2341,KEGG_pathway,map00281
6860,b2341,KEGG_pathway,map00310
6861,b2341,KEGG_pathway,map00362
6862,b2341,KEGG_pathway,map00380
6863,b2341,KEGG_pathway,map00410
6864,b2341,KEGG_pathway,map00640
6865,b2341,KEGG_pathway,map00650
6866,b2341,KEGG_pathway,map00903
6867,b2341,KEGG_pathway,map00930
6868,b2341,KEGG_pathway,map01040
6869,b2341,KEGG_pathway,map01100
6870,b2341,KEGG_pathway,map01110
6871,b2341,KEGG_pathway,map01120
6872,b2341,KEGG_pathway,map01130
6873,b2341,KEGG_pathway,map01200
6874,b2341,KEGG_pathway,map01212
6886,b2342,KEGG_pathway,map00071
6887,b2342,KEGG_pathway,map00280
6888,b2342,KEGG_pathway,map00281
6889,b2342,KEGG_pathway,map00362
6890,b2342,KEGG_pathway,map00592
6891,b2342,KEGG_pathway,map00642
6892,b2342,KEGG_pathway,map01100
6893,b2342,KEGG_pathway,map01110
6894,b2342,KEGG_pathway,map01120
6895,b2342,KEGG_pathway,map01130
6896,b2342,KEGG_pathway,map01212
6897,b2343,KEGG_pathway,-
6898,b2344,KEGG_pathway,-
6899,b2345,KEGG_pathway,-
6900,b2346,KEGG_pathway,-
6901,b2347,KEGG_pathway,-
6902,b2349,KEGG_pathway,-
6903,b2350,KEGG_pathway,-
6904,b2351,KEGG_pathway,-
6905,b2352,KEGG_pathway,-
6906,b2354,KEGG_pathway,-
6907,b2356,KEGG_pathway,-
6908,b2357,KEGG_pathway,-
6909,b2358,KEGG_pathway,-
6910,b2359,KEGG_pathway,-
6911,b2360,KEGG_pathway,-
6912,b2361,KEGG_pathway,-
6913,b2362,KEGG_pathway,-
6914,b2363,KEGG_pathway,-
6915,b4545,KEGG_pathway,-
6916,b4501,KEGG_pathway,-
6918,b2364,KEGG_pathway,map02026
6919,b2365,KEGG_pathway,-
6921,b2366,KEGG_pathway,map00260
6923,b2367,KEGG_pathway,map02020
6925,b2368,KEGG_pathway,map02020
6928,b2369,KEGG_pathway,map02020
6929,b2369,KEGG_pathway,map05133
6933,b2370,KEGG_pathway,map02020
6934,b2370,KEGG_pathway,map02026
6935,b2370,KEGG_pathway,map05133
6936,b2371,KEGG_pathway,-
6937,b2372,KEGG_pathway,-
6940,b2373,KEGG_pathway,map00630
6941,b2373,KEGG_pathway,map01100
6942,b2374,KEGG_pathway,-
6943,b2375,KEGG_pathway,-
6944,b2377,KEGG_pathway,-
6947,b2378,KEGG_pathway,map00540
6948,b2378,KEGG_pathway,map01100
6949,b2379,KEGG_pathway,-
6950,b2380,KEGG_pathway,-
6952,b2381,KEGG_pathway,map02020
6953,b2382,KEGG_pathway,-
6955,b2383,KEGG_pathway,map02060
6956,b2384,KEGG_pathway,-
6957,b2385,KEGG_pathway,-
6958,b2386,KEGG_pathway,-
6959,b2387,KEGG_pathway,-
6971,b2388,KEGG_pathway,map00010
6972,b2388,KEGG_pathway,map00052
6973,b2388,KEGG_pathway,map00500
6974,b2388,KEGG_pathway,map00520
6975,b2388,KEGG_pathway,map00521
6976,b2388,KEGG_pathway,map00524
6977,b2388,KEGG_pathway,map01100
6978,b2388,KEGG_pathway,map01110
6979,b2388,KEGG_pathway,map01120
6980,b2388,KEGG_pathway,map01130
6981,b2388,KEGG_pathway,map01200
6982,b2389,KEGG_pathway,-
6983,b2390,KEGG_pathway,-
6984,b2392,KEGG_pathway,-
6985,b2393,KEGG_pathway,-
6986,b2394,KEGG_pathway,-
6987,b2395,KEGG_pathway,-
6988,b2398,KEGG_pathway,-
6989,b2399,KEGG_pathway,-
6995,b2400,KEGG_pathway,map00860
6996,b2400,KEGG_pathway,map00970
6997,b2400,KEGG_pathway,map01100
6998,b2400,KEGG_pathway,map01110
6999,b2400,KEGG_pathway,map01120
7000,b2405,KEGG_pathway,-
7001,b2406,KEGG_pathway,-
7008,b2407,KEGG_pathway,map00230
7009,b2407,KEGG_pathway,map00240
7010,b2407,KEGG_pathway,map00270
7011,b2407,KEGG_pathway,map00760
7012,b2407,KEGG_pathway,map01100
7013,b2407,KEGG_pathway,map01110
7014,b2408,KEGG_pathway,-
7015,b2409,KEGG_pathway,-
7016,b2410,KEGG_pathway,-
7017,b4546,KEGG_pathway,-
7022,b2411,KEGG_pathway,map03030
7023,b2411,KEGG_pathway,map03410
7024,b2411,KEGG_pathway,map03420
7025,b2411,KEGG_pathway,map03430
7026,b2412,KEGG_pathway,-
7027,b2413,KEGG_pathway,-
7036,b2414,KEGG_pathway,map00270
7037,b2414,KEGG_pathway,map00920
7038,b2414,KEGG_pathway,map01100
7039,b2414,KEGG_pathway,map01110
7040,b2414,KEGG_pathway,map01120
7041,b2414,KEGG_pathway,map01130
7042,b2414,KEGG_pathway,map01200
7043,b2414,KEGG_pathway,map01230
7045,b2415,KEGG_pathway,map02060
7047,b2416,KEGG_pathway,map02060
7054,b2417,KEGG_pathway,map00010
7055,b2417,KEGG_pathway,map00500
7056,b2417,KEGG_pathway,map00520
7057,b2417,KEGG_pathway,map02026
7058,b2417,KEGG_pathway,map02060
7059,b2417,KEGG_pathway,map05111
7062,b2418,KEGG_pathway,map00750
7063,b2418,KEGG_pathway,map01100
7064,b2419,KEGG_pathway,-
7065,b2420,KEGG_pathway,-
7074,b2421,KEGG_pathway,map00270
7075,b2421,KEGG_pathway,map00920
7076,b2421,KEGG_pathway,map01100
7077,b2421,KEGG_pathway,map01110
7078,b2421,KEGG_pathway,map01120
7079,b2421,KEGG_pathway,map01130
7080,b2421,KEGG_pathway,map01200
7081,b2421,KEGG_pathway,map01230
7084,b2422,KEGG_pathway,map00920
7085,b2422,KEGG_pathway,map02010
7088,b2423,KEGG_pathway,map00920
7089,b2423,KEGG_pathway,map02010
7092,b2424,KEGG_pathway,map00920
7093,b2424,KEGG_pathway,map02010
7096,b2425,KEGG_pathway,map00920
7097,b2425,KEGG_pathway,map02010
7107,b2426,KEGG_pathway,map00051
7108,b2426,KEGG_pathway,map00061
7109,b2426,KEGG_pathway,map00333
7110,b2426,KEGG_pathway,map00780
7111,b2426,KEGG_pathway,map01040
7112,b2426,KEGG_pathway,map01100
7113,b2426,KEGG_pathway,map01120
7114,b2426,KEGG_pathway,map01130
7115,b2426,KEGG_pathway,map01212
7116,b2427,KEGG_pathway,-
7119,b2428,KEGG_pathway,map00520
7120,b2428,KEGG_pathway,map01100
7123,b2429,KEGG_pathway,map00520
7124,b2429,KEGG_pathway,map02060
7126,b2430,KEGG_pathway,map00550
7127,b2431,KEGG_pathway,-
7128,b2432,KEGG_pathway,-
7129,b2433,KEGG_pathway,-
7130,b2434,KEGG_pathway,-
7132,b2435,KEGG_pathway,map01503
7136,b2436,KEGG_pathway,map00860
7137,b2436,KEGG_pathway,map01100
7138,b2436,KEGG_pathway,map01110
7139,b2437,KEGG_pathway,-
7140,b2438,KEGG_pathway,-
7141,b2439,KEGG_pathway,-
7144,b2440,KEGG_pathway,map00564
7145,b2440,KEGG_pathway,map01100
7148,b2441,KEGG_pathway,map00564
7149,b2441,KEGG_pathway,map01100
7150,b2442,KEGG_pathway,-
7153,b2451,KEGG_pathway,map00564
7154,b2451,KEGG_pathway,map01100
7155,b2452,KEGG_pathway,-
7161,b2453,KEGG_pathway,map00010
7162,b2453,KEGG_pathway,map01100
7163,b2453,KEGG_pathway,map01110
7164,b2453,KEGG_pathway,map01120
7165,b2453,KEGG_pathway,map01130
7166,b2454,KEGG_pathway,-
7170,b2455,KEGG_pathway,map00620
7171,b2455,KEGG_pathway,map01100
7172,b2455,KEGG_pathway,map01120
7173,b2456,KEGG_pathway,-
7174,b2457,KEGG_pathway,-
7183,b2458,KEGG_pathway,map00430
7184,b2458,KEGG_pathway,map00620
7185,b2458,KEGG_pathway,map00640
7186,b2458,KEGG_pathway,map00680
7187,b2458,KEGG_pathway,map00720
7188,b2458,KEGG_pathway,map01100
7189,b2458,KEGG_pathway,map01120
7190,b2458,KEGG_pathway,map01200
7193,b2459,KEGG_pathway,map00860
7194,b2459,KEGG_pathway,map01100
7195,b2460,KEGG_pathway,-
7196,b2461,KEGG_pathway,-
7197,b2462,KEGG_pathway,-
7204,b2463,KEGG_pathway,map00620
7205,b2463,KEGG_pathway,map00710
7206,b2463,KEGG_pathway,map01100
7207,b2463,KEGG_pathway,map01120
7208,b2463,KEGG_pathway,map01200
7209,b2463,KEGG_pathway,map02020
7217,b2464,KEGG_pathway,map00030
7218,b2464,KEGG_pathway,map01100
7219,b2464,KEGG_pathway,map01110
7220,b2464,KEGG_pathway,map01120
7221,b2464,KEGG_pathway,map01130
7222,b2464,KEGG_pathway,map01200
7223,b2464,KEGG_pathway,map01230
7233,b2465,KEGG_pathway,map00030
7234,b2465,KEGG_pathway,map00710
7235,b2465,KEGG_pathway,map01051
7236,b2465,KEGG_pathway,map01100
7237,b2465,KEGG_pathway,map01110
7238,b2465,KEGG_pathway,map01120
7239,b2465,KEGG_pathway,map01130
7240,b2465,KEGG_pathway,map01200
7241,b2465,KEGG_pathway,map01230
7242,b2466,KEGG_pathway,-
7243,b2467,KEGG_pathway,-
7251,b2468,KEGG_pathway,map00250
7252,b2468,KEGG_pathway,map00910
7253,b2468,KEGG_pathway,map01100
7254,b2468,KEGG_pathway,map01110
7255,b2468,KEGG_pathway,map01120
7256,b2468,KEGG_pathway,map01130
7257,b2468,KEGG_pathway,map01230
7259,b2469,KEGG_pathway,map02020
7261,b2470,KEGG_pathway,map02020
7262,b2471,KEGG_pathway,-
7267,b2472,KEGG_pathway,map00300
7268,b2472,KEGG_pathway,map01100
7269,b2472,KEGG_pathway,map01120
7270,b2472,KEGG_pathway,map01230
7271,b4547,KEGG_pathway,-
7272,b2473,KEGG_pathway,-
7273,b2474,KEGG_pathway,-
7274,b2475,KEGG_pathway,-
7279,b2476,KEGG_pathway,map00230
7280,b2476,KEGG_pathway,map01100
7281,b2476,KEGG_pathway,map01110
7282,b2476,KEGG_pathway,map01130
7283,b2477,KEGG_pathway,-
7291,b2478,KEGG_pathway,map00261
7292,b2478,KEGG_pathway,map00300
7293,b2478,KEGG_pathway,map01100
7294,b2478,KEGG_pathway,map01110
7295,b2478,KEGG_pathway,map01120
7296,b2478,KEGG_pathway,map01130
7297,b2478,KEGG_pathway,map01230
7299,b2479,KEGG_pathway,map02026
7300,b2480,KEGG_pathway,-
7301,b2481,KEGG_pathway,-
7302,b2482,KEGG_pathway,-
7303,b2483,KEGG_pathway,-
7304,b2484,KEGG_pathway,-
7305,b2485,KEGG_pathway,-
7306,b2486,KEGG_pathway,-
7307,b2487,KEGG_pathway,-
7308,b2488,KEGG_pathway,-
7309,b2489,KEGG_pathway,-
7310,b2490,KEGG_pathway,-
7311,b2491,KEGG_pathway,-
7312,b2492,KEGG_pathway,-
7313,b2493,KEGG_pathway,-
7314,b2494,KEGG_pathway,-
7315,b2495,KEGG_pathway,-
7316,b2496,KEGG_pathway,-
7317,b2497,KEGG_pathway,-
7320,b2498,KEGG_pathway,map00240
7321,b2498,KEGG_pathway,map01100
7326,b2499,KEGG_pathway,map00230
7327,b2499,KEGG_pathway,map01100
7328,b2499,KEGG_pathway,map01110
7329,b2499,KEGG_pathway,map01130
7335,b2500,KEGG_pathway,map00230
7336,b2500,KEGG_pathway,map00670
7337,b2500,KEGG_pathway,map01100
7338,b2500,KEGG_pathway,map01110
7339,b2500,KEGG_pathway,map01130
7342,b2501,KEGG_pathway,map00190
7343,b2501,KEGG_pathway,map03018
7345,b2502,KEGG_pathway,map00230
7346,b2503,KEGG_pathway,-
7347,b2504,KEGG_pathway,-
7348,b2505,KEGG_pathway,-
7349,b2506,KEGG_pathway,-
7353,b2507,KEGG_pathway,map00230
7354,b2507,KEGG_pathway,map00983
7355,b2507,KEGG_pathway,map01100
7360,b2508,KEGG_pathway,map00230
7361,b2508,KEGG_pathway,map00983
7362,b2508,KEGG_pathway,map01100
7363,b2508,KEGG_pathway,map01110
7365,b2509,KEGG_pathway,map03430
7366,b2510,KEGG_pathway,-
7367,b2511,KEGG_pathway,-
7368,b2512,KEGG_pathway,-
7369,b2513,KEGG_pathway,-
7371,b2514,KEGG_pathway,map00970
7376,b2515,KEGG_pathway,map00900
7377,b2515,KEGG_pathway,map01100
7378,b2515,KEGG_pathway,map01110
7379,b2515,KEGG_pathway,map01130
7380,b2516,KEGG_pathway,-
7381,b2517,KEGG_pathway,-
7389,b2518,KEGG_pathway,map00230
7390,b2518,KEGG_pathway,map00240
7391,b2518,KEGG_pathway,map00983
7392,b2518,KEGG_pathway,map01100
7393,b2518,KEGG_pathway,map01110
7394,b2518,KEGG_pathway,map01130
7395,b2518,KEGG_pathway,map04016
7397,b2519,KEGG_pathway,map00550
7398,b2520,KEGG_pathway,-
7404,b2521,KEGG_pathway,map00270
7405,b2521,KEGG_pathway,map00920
7406,b2521,KEGG_pathway,map01100
7407,b2521,KEGG_pathway,map01120
7408,b2521,KEGG_pathway,map04122
7409,b2522,KEGG_pathway,-
7412,b2523,KEGG_pathway,map00480
7413,b2523,KEGG_pathway,map01100
7414,b2524,KEGG_pathway,-
7415,b2525,KEGG_pathway,-
7416,b2526,KEGG_pathway,-
7417,b2527,KEGG_pathway,-
7418,b2528,KEGG_pathway,-
7419,b2529,KEGG_pathway,-
7423,b2530,KEGG_pathway,map00730
7424,b2530,KEGG_pathway,map01100
7425,b2530,KEGG_pathway,map04122
7426,b2531,KEGG_pathway,-
7427,b2532,KEGG_pathway,-
7432,b2533,KEGG_pathway,map00521
7433,b2533,KEGG_pathway,map00562
7434,b2533,KEGG_pathway,map01100
7435,b2533,KEGG_pathway,map04070
7436,b2534,KEGG_pathway,-
7437,b2535,KEGG_pathway,-
7443,b2536,KEGG_pathway,map00330
7444,b2536,KEGG_pathway,map01100
7445,b2536,KEGG_pathway,map01110
7446,b2536,KEGG_pathway,map01130
7447,b2536,KEGG_pathway,map01230
7448,b2537,KEGG_pathway,-
7458,b2538,KEGG_pathway,map00360
7459,b2538,KEGG_pathway,map00361
7460,b2538,KEGG_pathway,map00362
7461,b2538,KEGG_pathway,map00621
7462,b2538,KEGG_pathway,map00623
7463,b2538,KEGG_pathway,map00625
7464,b2538,KEGG_pathway,map01100
7465,b2538,KEGG_pathway,map01120
7466,b2538,KEGG_pathway,map01220
7470,b2539,KEGG_pathway,map00360
7471,b2539,KEGG_pathway,map01120
7472,b2539,KEGG_pathway,map01220
7483,b2540,KEGG_pathway,map00360
7484,b2540,KEGG_pathway,map00361
7485,b2540,KEGG_pathway,map00362
7486,b2540,KEGG_pathway,map00621
7487,b2540,KEGG_pathway,map00623
7488,b2540,KEGG_pathway,map00625
7489,b2540,KEGG_pathway,map00642
7490,b2540,KEGG_pathway,map01100
7491,b2540,KEGG_pathway,map01120
7492,b2540,KEGG_pathway,map01220
7499,b2541,KEGG_pathway,map00360
7500,b2541,KEGG_pathway,map00624
7501,b2541,KEGG_pathway,map00626
7502,b2541,KEGG_pathway,map01100
7503,b2541,KEGG_pathway,map01120
7504,b2541,KEGG_pathway,map01220
7510,b2542,KEGG_pathway,map00071
7511,b2542,KEGG_pathway,map00360
7512,b2542,KEGG_pathway,map00622
7513,b2542,KEGG_pathway,map01120
7514,b2542,KEGG_pathway,map01220
7515,b2543,KEGG_pathway,-
7522,b2544,KEGG_pathway,map00010
7523,b2544,KEGG_pathway,map00052
7524,b2544,KEGG_pathway,map01100
7525,b2544,KEGG_pathway,map01110
7526,b2544,KEGG_pathway,map01120
7527,b2544,KEGG_pathway,map01130
7528,b2545,KEGG_pathway,-
7529,b2546,KEGG_pathway,-
