,gene_id,gene_name,gene_ontology
14317,b3731,atpC,plasma membrane
14318,b3731,atpC,plasma membrane
14319,b3731,atpC,proton-transporting ATP synthase complex
14320,b3731,atpC,"proton-transporting ATP synthase complex, catalytic core F(1)"
14321,b3731,atpC,"proton-transporting ATP synthase complex, catalytic core F(1)"
14322,b3731,atpC,"proton-transporting ATP synthase complex, catalytic core F(1)"
14323,b3731,atpC,"proton-transporting ATP synthase complex, catalytic core F(1)"
14324,b3731,atpC,"proton-transporting ATP synthase activity, rotational mechanism"
14325,b3731,atpC,proton motive force-driven ATP synthesis
14326,b3172,argG,argininosuccinate synthase activity
14327,b3172,argG,argininosuccinate synthase activity
14328,b3172,argG,argininosuccinate synthase activity
14329,b3172,argG,argininosuccinate synthase activity
14330,b3172,argG,argininosuccinate synthase activity
14331,b3172,argG,protein binding
14332,b3172,argG,protein binding
14333,b3172,argG,ATP binding
14334,b3172,argG,ATP binding
14335,b3172,argG,ATP binding
14336,b3172,argG,ligase activity
14337,b3172,argG,identical protein binding
14338,b3172,argG,protein homodimerization activity
14339,b3172,argG,L-arginine biosynthetic process
14340,b3172,argG,L-arginine biosynthetic process
14341,b3172,argG,L-arginine biosynthetic process
14342,b3172,argG,L-arginine biosynthetic process
14343,b3172,argG,cytoplasm
14344,b3172,argG,cytoplasm
14345,b3172,argG,cytoplasm
14346,b3172,argG,cytosol
14347,b3172,argG,cytosol
14348,b3172,argG,urea cycle
14349,b3172,argG,argininosuccinate metabolic process
14350,b3172,argG,L-arginine biosynthetic process
14351,b3172,argG,cytoplasm
14352,b3172,argG,argininosuccinate synthase activity
14353,b0388,aroL,aromatic amino acid family biosynthetic process
14354,b0388,aroL,magnesium ion binding
14355,b0388,aroL,magnesium ion binding
14356,b0388,aroL,shikimate kinase activity
14357,b0388,aroL,shikimate kinase activity
14358,b0388,aroL,shikimate kinase activity
14359,b0388,aroL,shikimate kinase activity
14360,b0388,aroL,shikimate kinase activity
14361,b0388,aroL,shikimate kinase activity
14362,b0388,aroL,ATP binding
14363,b0388,aroL,ATP binding
14364,b0388,aroL,kinase activity
14365,b0388,aroL,metal ion binding
14366,b0388,aroL,metal ion binding
14367,b0388,aroL,amino acid biosynthetic process
14368,b0388,aroL,aromatic amino acid family biosynthetic process
14369,b0388,aroL,aromatic amino acid family biosynthetic process
14370,b0388,aroL,chorismate biosynthetic process
14371,b0388,aroL,chorismate biosynthetic process
14372,b0388,aroL,carboxylic acid metabolic process
14373,b0388,aroL,cytoplasm
14374,b0388,aroL,cytoplasm
14375,b0388,aroL,cytoplasm
14376,b0388,aroL,shikimate kinase activity
14377,b0388,aroL,cytosol
14378,b2465,tktB,"pentose-phosphate shunt, non-oxidative branch"
14379,b2465,tktB,transketolase activity
14380,b2465,tktB,transketolase activity
14381,b2465,tktB,transketolase activity
14382,b2465,tktB,transketolase activity
14383,b2465,tktB,transferase activity
14384,b2465,tktB,metal ion binding
14385,b2465,tktB,cytosol
14386,b2465,tktB,transketolase activity
14387,b2465,tktB,pentose-phosphate shunt
14388,b2465,tktB,cytosol
14389,b2142,yohK,plasma membrane
14390,b2142,yohK,plasma membrane
14391,b2142,yohK,plasma membrane
14392,b2135,yohC,DNA damage response
14393,b2135,yohC,plasma membrane
14394,b2135,yohC,plasma membrane
14395,b2135,yohC,plasma membrane
14396,b2135,yohC,membrane
14397,b3438,gntR,DNA damage response
14398,b3438,gntR,negative regulation of DNA-templated transcription
14399,b3438,gntR,positive regulation of DNA-templated transcription
14400,b3438,gntR,DNA binding
14401,b3438,gntR,DNA binding
14402,b3438,gntR,regulation of DNA-templated transcription
14403,b3438,gntR,regulation of DNA-templated transcription
14404,b3438,gntR,D-gluconate catabolic process
14405,b3438,gntR,cytosol
14406,b3438,gntR,cytosol
14407,b3438,gntR,transcription cis-regulatory region binding
14408,b3438,gntR,regulation of DNA-templated transcription
14409,b3438,gntR,DNA-binding transcription factor activity
14410,b2126,btsS,phosphorelay sensor kinase activity
14411,b2126,btsS,phosphorelay sensor kinase activity
14412,b2126,btsS,protein binding
14413,b2126,btsS,ATP binding
14414,b2126,btsS,kinase activity
14415,b2126,btsS,monocarboxylic acid binding
14416,b2126,btsS,phosphorelay signal transduction system
14417,b2126,btsS,phosphorelay signal transduction system
14418,b2126,btsS,signal transduction
14419,b2126,btsS,signal transduction
14420,b2126,btsS,response to nutrient levels
14421,b2126,btsS,cell wall organization
14422,b2126,btsS,plasma membrane
14423,b2126,btsS,plasma membrane
14424,b2126,btsS,plasma membrane
14425,b2126,btsS,plasma membrane
14426,b2126,btsS,membrane
14427,b4380,yjjI,anaerobic respiration
14428,b4380,yjjI,protein binding
14429,b2016,yeeZ,ATP binding
14430,b2016,yeeZ,cytosol
14431,b2016,yeeZ,cytoplasm
14432,b2016,yeeZ,aldehyde dehydrogenase (NAD+) activity
14433,b0080,cra,regulation of DNA-templated transcription initiation
14434,b0080,cra,cis-regulatory region sequence-specific DNA binding
14435,b0080,cra,DNA binding
14436,b0080,cra,DNA binding
14437,b0080,cra,identical protein binding
14438,b0080,cra,regulation of DNA-templated transcription
14439,b0080,cra,regulation of DNA-templated transcription
14440,b0080,cra,response to fructose
14441,b0080,cra,regulation of DNA-templated transcription
14442,b0080,cra,transcription cis-regulatory region binding
14443,b0080,cra,DNA-binding transcription factor activity
14444,b1198,dhaM,DNA damage response
14445,b1198,dhaM,transferase activity
14446,b1198,dhaM,protein homodimerization activity
14447,b1198,dhaM,phosphoenolpyruvate-glycerone phosphotransferase activity
14448,b1198,dhaM,phosphoenolpyruvate-glycerone phosphotransferase activity
14449,b1198,dhaM,phosphoenolpyruvate-glycerone phosphotransferase activity
14450,b1198,dhaM,phosphoenolpyruvate-glycerone phosphotransferase activity
14451,b1198,dhaM,pyruvate metabolic process
14452,b1198,dhaM,phosphoenolpyruvate-dependent sugar phosphotransferase system
14453,b1198,dhaM,glycerol catabolic process
14454,b1198,dhaM,glycerol catabolic process
14455,b1198,dhaM,carbohydrate phosphorylation
14456,b1198,dhaM,cytosol
14457,b1198,dhaM,cytosol
14458,b1198,dhaM,membrane
14459,b1198,dhaM,transferase complex
14460,b3390,aroK,chorismate biosynthetic process
14461,b3390,aroK,chorismate biosynthetic process
14462,b3390,aroK,response to antibiotic
14463,b3390,aroK,magnesium ion binding
14464,b3390,aroK,shikimate kinase activity
14465,b3390,aroK,shikimate kinase activity
14466,b3390,aroK,shikimate kinase activity
14467,b3390,aroK,shikimate kinase activity
14468,b3390,aroK,shikimate kinase activity
14469,b3390,aroK,shikimate kinase activity
14470,b3390,aroK,shikimate kinase activity
14471,b3390,aroK,shikimate kinase activity
14472,b3390,aroK,ATP binding
14473,b3390,aroK,ATP binding
14474,b3390,aroK,kinase activity
14475,b3390,aroK,metal ion binding
14476,b3390,aroK,amino acid biosynthetic process
14477,b3390,aroK,aromatic amino acid family biosynthetic process
14478,b3390,aroK,chorismate biosynthetic process
14479,b3390,aroK,chorismate biosynthetic process
14480,b3390,aroK,carboxylic acid metabolic process
14481,b3390,aroK,cytoplasm
14482,b3390,aroK,cytoplasm
14483,b3390,aroK,cytoplasm
14484,b3390,aroK,cytosol
14485,b3390,aroK,cytosol
14486,b3390,aroK,cytosol
14487,b3390,aroK,shikimate kinase activity
14488,b3616,tdh,L-serine biosynthetic process
14489,b3616,tdh,L-serine biosynthetic process
14490,b3616,tdh,L-serine biosynthetic process
14491,b3616,tdh,threonine catabolic process
14492,b3616,tdh,ferrous iron binding
14493,b3616,tdh,zinc ion binding
14494,b3616,tdh,zinc ion binding
14495,b3616,tdh,zinc ion binding
14496,b3616,tdh,L-threonine 3-dehydrogenase activity
14497,b3616,tdh,L-threonine 3-dehydrogenase activity
14498,b3616,tdh,L-threonine 3-dehydrogenase activity
14499,b3616,tdh,L-threonine 3-dehydrogenase activity
14500,b3616,tdh,L-threonine 3-dehydrogenase activity
14501,b3616,tdh,L-threonine 3-dehydrogenase activity
14502,b3616,tdh,oxidoreductase activity
14503,b3616,tdh,oxidoreductase activity
14504,b3616,tdh,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
14505,b3616,tdh,manganese ion binding
14506,b3616,tdh,manganese ion binding
14507,b3616,tdh,cadmium ion binding
14508,b3616,tdh,metal ion binding
14509,b3616,tdh,threonine catabolic process
14510,b3616,tdh,threonine catabolic process
14511,b3616,tdh,L-threonine catabolic process to glycine
14512,b3616,tdh,cytoplasm
14513,b3616,tdh,cytoplasm
14514,b3616,tdh,cytoplasm
14515,b3616,tdh,cytoplasm
14516,b3616,tdh,cytosol
14517,b3616,tdh,cytosol
14518,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14519,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14520,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14521,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14522,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14523,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14524,b1692,ydiB,protein binding
14525,b1692,ydiB,oxidoreductase activity
14526,b1692,ydiB,oxidoreductase activity
14527,b1692,ydiB,quinate 3-dehydrogenase (NAD+) activity
14528,b1692,ydiB,quinate 3-dehydrogenase (NAD+) activity
14529,b1692,ydiB,quinate 3-dehydrogenase (NAD+) activity
14530,b1692,ydiB,quinate 3-dehydrogenase (NAD+) activity
14531,b1692,ydiB,quinate 3-dehydrogenase (NAD+) activity
14532,b1692,ydiB,protein homodimerization activity
14533,b1692,ydiB,quinate 3-dehydrogenase (NADP+) activity
14534,b1692,ydiB,quinate 3-dehydrogenase (NADP+) activity
14535,b1692,ydiB,quinate 3-dehydrogenase (NADP+) activity
14536,b1692,ydiB,shikimate 3-dehydrogenase (NAD+) activity
14537,b1692,ydiB,shikimate 3-dehydrogenase (NAD+) activity
14538,b1692,ydiB,shikimate 3-dehydrogenase (NAD+) activity
14539,b1692,ydiB,shikimate 3-dehydrogenase (NAD+) activity
14540,b1692,ydiB,amino acid biosynthetic process
14541,b1692,ydiB,aromatic amino acid family biosynthetic process
14542,b1692,ydiB,chorismate biosynthetic process
14543,b1692,ydiB,chorismate biosynthetic process
14544,b1692,ydiB,chorismate biosynthetic process
14545,b1692,ydiB,shikimate metabolic process
14546,b1692,ydiB,shikimate 3-dehydrogenase (NADP+) activity
14547,b0908,aroA,chorismate biosynthetic process
14548,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14549,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14550,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14551,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14552,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14553,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14554,b0908,aroA,transferase activity
14555,b0908,aroA,amino acid biosynthetic process
14556,b0908,aroA,aromatic amino acid family biosynthetic process
14557,b0908,aroA,aromatic amino acid family biosynthetic process
14558,b0908,aroA,chorismate biosynthetic process
14559,b0908,aroA,chorismate biosynthetic process
14560,b0908,aroA,cytoplasm
14561,b0908,aroA,cytoplasm
14562,b0908,aroA,cytoplasm
14563,b0908,aroA,cytosol
14564,b0908,aroA,chorismate biosynthetic process
14565,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
14566,b4005,purD,purine nucleotide biosynthetic process
14567,b4005,purD,DNA damage response
14568,b4005,purD,catalytic activity
14569,b4005,purD,phosphoribosylamine-glycine ligase activity
14570,b4005,purD,phosphoribosylamine-glycine ligase activity
14571,b4005,purD,phosphoribosylamine-glycine ligase activity
14572,b4005,purD,phosphoribosylamine-glycine ligase activity
14573,b4005,purD,phosphoribosylamine-glycine ligase activity
14574,b4005,purD,ATP binding
14575,b4005,purD,ATP binding
14576,b4005,purD,ATP binding
14577,b4005,purD,ligase activity
14578,b4005,purD,ATP hydrolysis activity
14579,b4005,purD,metal ion binding
14580,b4005,purD,metal ion binding
14581,b4005,purD,purine nucleotide biosynthetic process
14582,b4005,purD,'de novo' IMP biosynthetic process
14583,b4005,purD,'de novo' IMP biosynthetic process
14584,b4005,purD,purine nucleobase biosynthetic process
14585,b3237,argR,plasmid recombination
14586,b3237,argR,regulation of arginine biosynthetic process
14587,b3237,argR,regulation of arginine catabolic process
14588,b3237,argR,negative regulation of DNA-templated transcription initiation
14589,b3237,argR,positive regulation of DNA-templated transcription initiation
14590,b3237,argR,cis-regulatory region sequence-specific DNA binding
14591,b3237,argR,DNA binding
14592,b3237,argR,DNA-binding transcription factor activity
14593,b3237,argR,DNA-binding transcription factor activity
14594,b3237,argR,arginine binding
14595,b3237,argR,arginine binding
14596,b3237,argR,identical protein binding
14597,b3237,argR,DNA recombination
14598,b3237,argR,regulation of DNA-templated transcription
14599,b3237,argR,regulation of DNA-templated transcription
14600,b3237,argR,arginine metabolic process
14601,b3237,argR,L-arginine biosynthetic process
14602,b3237,argR,L-arginine biosynthetic process
14603,b3237,argR,protein complex oligomerization
14604,b3237,argR,regulation of arginine biosynthetic process
14605,b3237,argR,cytoplasm
14606,b3237,argR,cytoplasm
14607,b3237,argR,cytoplasm
14608,b3237,argR,transcription regulator complex
14609,b1875,yecM,cytosol
14610,b1875,yecM,cytosol
14611,b2251,nudI,magnesium ion binding
14612,b2251,nudI,dUTP diphosphatase activity
14613,b2251,nudI,dUTP diphosphatase activity
14614,b2251,nudI,dUTP diphosphatase activity
14615,b2251,nudI,hydrolase activity
14616,b2251,nudI,hydrolase activity
14617,b2251,nudI,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
14618,b2251,nudI,dTTP diphosphatase activity
14619,b2251,nudI,dTTP diphosphatase activity
14620,b2251,nudI,nucleoside triphosphate diphosphatase activity
14621,b2251,nudI,dCTP diphosphatase activity
14622,b2251,nudI,dCTP diphosphatase activity
14623,b2251,nudI,dCTP diphosphatase activity
14624,b2251,nudI,8-oxo-(d)RTP hydrolase activity
14625,b2251,nudI,cytoplasm
14626,b2251,nudI,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
14627,b1873,torY,anaerobic electron transport chain
14628,b1873,torY,iron ion binding
14629,b1873,torY,electron transfer activity
14630,b1873,torY,electron transfer activity
14631,b1873,torY,heme binding
14632,b1873,torY,heme binding
14633,b1873,torY,metal ion binding
14634,b1873,torY,anaerobic respiration
14635,b1873,torY,plasma membrane
14636,b1873,torY,plasma membrane
14637,b1873,torY,plasma membrane
14638,b1873,torY,Gram-negative-bacterium-type cell wall
14639,b1873,torY,membrane
14640,b1873,torY,membrane
14641,b1873,torY,electron transfer activity
14642,b1873,torY,anaerobic respiration
14643,b1908,yecA,iron ion binding
14653,b4124,dcuR,phosphorelay signal transduction system
14654,b4124,dcuR,DNA-templated transcription
14655,b4124,dcuR,positive regulation of DNA-templated transcription
14656,b4124,dcuR,DNA-binding transcription activator activity
14657,b4124,dcuR,DNA binding
14658,b4124,dcuR,DNA binding
14659,b4124,dcuR,DNA-binding transcription factor activity
14660,b4124,dcuR,protein homodimerization activity
14661,b4124,dcuR,phosphorelay signal transduction system
14662,b4124,dcuR,phosphorelay signal transduction system
14663,b4124,dcuR,cytoplasm
14664,b4124,dcuR,cytoplasm
14665,b4124,dcuR,phosphorelay response regulator activity
14666,b2263,menH,menaquinone biosynthetic process
14667,b2263,menH,lyase activity
14668,b2263,menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity"
14669,b2263,menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity"
